Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"2051 MADISON STREET PARTNERS, LLC",603 371 500,FOREIGN LIMITED LIABILITY COMPANY,"11601 WILSHIRE BLVD STE 2110, LOS ANGELES, CA, 90025-1784, UNITED STATES",GENE FREEDMAN,Active
206 MANSON VIEW LLC,604 533 897,WA LIMITED LIABILITY COMPANY,"18818 94TH AVE W, EDMONDS, WA, 98020-2321, UNITED STATES",THOMAS OVERCAST,Active
206 TUTORING AND MUSIC LESSONS LLC,603 556 829,WA LIMITED LIABILITY COMPANY,"7711 14TH AVE NE, SEATTLE, WA, 98115-4325, UNITED STATES",CHRISTOPHER MORRIS-LENT,Active
20711 BENSON HILL LLC,603 000 572,WA LIMITED LIABILITY COMPANY,"20711 106TH PL SE, KENT, WA, 98031, UNITED STATES",NATALIE RERECICH,Administratively Dissolved
"2100 CARLSON, LLC",603 422 067,WA LIMITED LIABILITY COMPANY,"711 NE 1ST ST #102, BATTLE GROUND, WA, 98604, UNITED STATES","REAL ASSET MANAGEMENT, INC.",Administratively Dissolved
"2100 EAST MADISON PARTNERS, LLC",603 458 769,FOREIGN LIMITED LIABILITY COMPANY,,"UNISEARCH, INC.",Withdrawn
2111 MADISON STREET LLC,604 302 097,WA LIMITED LIABILITY COMPANY,"906 W 2ND AVE STE 100, SPOKANE, WA, 99201-4540, UNITED STATES","NORTHWEST REGISTERED AGENT, LLC",Voluntarily Dissolved
213 MADISON LLC,603 151 943,WA LIMITED LIABILITY COMPANY,"PO BOX 4581, ROLLINGBAY, WA, 98061, UNITED STATES",JON W THOMPSON,Administratively Dissolved
216 MANSON RD CHELAN LLC,602 519 880,WA LIMITED LIABILITY COMPANY,"520 PIKE ST #1500, SEATTLE, WA, 98101, UNITED STATES",THOMAS A BARKEWITZ,Inactive
"21ST AND JEFFERSON, INC.",601 275 362,WA PROFIT CORPORATION,,HENRY H HAPPEL III,Inactive
220 MADISON LLC,604 227 115,WA LIMITED LIABILITY COMPANY,"10209 NE GARIBALDI LOOP, BAINBRIDGE IS, WA, 98110-3976, UNITED STATES",LEGALINC CORPORATE SERVICES INC.,Active
2200 JACKSON LLC,603 578 678,WA LIMITED LIABILITY COMPANY,"3309 E UNION ST, 1405 NORTH 39TH PL, SEATTLE, WA, 98122-3371, UNITED STATES",LUEL MENGISTU,Active
2211 EAST MADISON LLC,601 997 119,WA LIMITED LIABILITY COMPANY,"1420 5TH AVE STE 3650, SEATTLE, WA, 98101-4011, UNITED STATES",ACB SERVICES LLC,Active
224 NICKERSON LLC,602 634 377,WA LIMITED LIABILITY COMPANY,"4241 21ST AVE W STE 100, SEATTLE, WA, 98199-1250, UNITED STATES",MAC FAMILY MANAGEMENT LLC,Delinquent
"224 NICKERSON STREET, LLC",604 324 086,WA LIMITED LIABILITY COMPANY,"3013 3RD AVE N, SEATTLE, WA, 98109-1602, UNITED STATES",BRIAN A KRINBRING,Active
"22410 BENSON ROAD SE, LLC",602 449 907,WA LIMITED LIABILITY COMPANY,"777 108TH AVE NE, BELLEVUE, WA, 98009, UNITED STATES",CORPORATION SERVICE COMPANY,Active
22ND & MADISON PARTNERS LLC,602 659 156,WA LIMITED LIABILITY COMPANY,"1191 2ND AVE STE 1570, SEATTLE, WA, 98101, UNITED STATES",JOEL ASLANIAN,Administratively Dissolved
23 AVE MADISON COMMERCIAL CORPORATION,602 451 481,WA PROFIT CORPORATION,"1420 5TH AVE STE 3650, SEATTLE, WA, 98101-4011, UNITED STATES",ACB SERVICES LLC,Active
23 AVE MADISON LLC,602 451 479,WA LIMITED LIABILITY COMPANY,"1420 5TH AVE STE 3650, SEATTLE, WA, 98101-4011, UNITED STATES",ACB SERVICES LLC,Active
"2300JEFFERSONAVE, LLC",604 502 344,,,,
"2302 HARRISON AVENUE NW HOLDINGS, LLC",603 069 151,FOREIGN LIMITED LIABILITY COMPANY,"7501 WISCONSIN AVE STE 500 WEST, BETHESDA, MD, 20814, UNITED STATES",CORPORATION SERVICE COMPANY,Withdrawn
2302 HARRISON AVENUE NW LLC,602 483 952,WA LIMITED LIABILITY COMPANY,,,Inactive
2350 MADISON ST. D LLC,602 865 177,WA LIMITED LIABILITY COMPANY,"4538 LAKE WASHINGTON BLVD, SEATTLE, WA, 98112, UNITED STATES",AMIR H REZVAN,Inactive
236 DAVIDSON LLC,604 231 317,WA LIMITED LIABILITY COMPANY,"236 DAVIDSON AVE, WOODLAND, WA, 98674-8479, UNITED STATES",BUSINESS FILINGS INCORPORATED,Administratively Dissolved
"2381 ROBERTSON, LLC",603 452 223,WA LIMITED LIABILITY COMPANY,"2381 ROBERTSON DRIVE, RICHLAND, WA, 99354, UNITED STATES",TRACY LAMARR,Active
"2385 ROBERTSON, LLC",603 452 420,WA LIMITED LIABILITY COMPANY,"PO BOX 257, OLYMPIA, WA, 98507-0257, UNITED STATES",BLACKBEARD HOLDINGS LLC,Active
23RD & JACKSON LLC,604 028 665,WA LIMITED LIABILITY COMPANY,"1408 POST ALY, SEATTLE, WA, 98101, UNITED STATES","GARDNERGLOBAL, INC",Administratively Dissolved
23RD & MADISON LLC,602 000 623,WA LIMITED LIABILITY COMPANY,,MARK ROWLEY,Inactive
"2407 GIBSON ROAD, LLC",603 542 679,WA LIMITED LIABILITY COMPANY,"6020 192ND ST SE, SNOHOMISH, WA, 98296-8336, UNITED STATES","KR SERVICES, LLC",Active
"246 NICKERSON, LLC",603 337 607,WA LIMITED LIABILITY COMPANY,"2501 N NORTHLAKE WY STE 201, SEATTLE, WA, 98103, UNITED STATES",RSC CORPORATION,Active
"2519 JACKSON STREET, LLC",602 619 847,WA LIMITED LIABILITY COMPANY,"5905 S ROXBURY ST, SEATTLE, WA, 98118, UNITED STATES",JOHN PARRISH,Administratively Dissolved
2524 JACKSON LLC,604 349 002,WA LIMITED LIABILITY COMPANY,"1101 N NORTHLAKE WAY STE 106, SEATTLE, WA, 98103-8901, UNITED STATES",CAIRNCROSS & HEMPELMANN P S,Active
"2552 SOUTH JEFFERSON, L.L.C.",602 116 290,WA LIMITED LIABILITY COMPANY,,PR CORP SERVICES INC,Administratively Dissolved
"25TH AND JEFFERSON, LLC",602 863 177,WA LIMITED LIABILITY COMPANY,"2317 ROSEMONT PL W, SEATTLE, WA, 98199, UNITED STATES","SCARFF LAW FIRM, PLLC",Active
2614 GIBSON LLC,603 605 357,WA LIMITED LIABILITY COMPANY,"22909 29TH AVE W, BRIER, WA, 98036-8312, UNITED STATES",TADDELE AMBACHEW,Active
2615 CARLSON LLC,604 025 528,WA LIMITED LIABILITY COMPANY,"12709 SE DIVISION, PORTLAND, OR, 97236, UNITED STATES",PRISCILLA NGUYEN,Active
26401 NE RICHARDSON ST LLC,602 353 529,WA LIMITED LIABILITY COMPANY,"26401 NE RICHARDSON ST STE 201, DUVALL, WA, 98019, UNITED STATES",HOUSTON BARCLAY,Active
"2649 RW JOHNSON, LLC",603 594 097,WA LIMITED LIABILITY COMPANY,"4007 COOKS HILL RD, CENTRALIA, WA, 98531, UNITED STATES",JANETE COLLEEN NIEMAN,Active
"27 HUDSON, INC.",603 327 522,WA PROFIT CORPORATION,"1520 35TH AVE S, SEATTLE, WA, 98144-4005, UNITED STATES",SW&W REGISTERED AGENTS INC,Active
"2715 RW JOHNSON, LLC",603 594 091,WA LIMITED LIABILITY COMPANY,"4007 COOK HILL RD, CENTRALIA, WA, 98531, UNITED STATES",JANETE COLLEEN NIEMAN,Active
2719 E MADISON LLC,603 394 536,WA LIMITED LIABILITY COMPANY,"2312 2ND AVE N, SEATTLE, WA, 98109-2005, UNITED STATES","BS&G, INC.",Active
2800 E. MADISON LLC,604 041 682,WA LIMITED LIABILITY COMPANY,"2808 E MADISON ST, SUITE 203, SEATTLE, WA, 98112-4862, UNITED STATES","THE SCHUSTER GROUP, INC.",Active
"2840 MADISON STREET ASSOCIATES, L.L.C.",601 787 666,WA LIMITED LIABILITY COMPANY,"6303 108TH AVE NE, KIRKLAND, WA, 98033-7243, UNITED STATES",NEIL WALTER COMPANY,Active
"2897 ALSON, LLC",603 419 190,WA LIMITED LIABILITY COMPANY,"1616 SE ELLIS CT, PORT ORCHARD, WA, 98367-8765, UNITED STATES","SAFEGUARD PROPERTY OPTIONS, LLC",Active
"28MADISON, LLC",602 439 184,WA LIMITED LIABILITY COMPANY,"4022 N 27TH ST, TACOMA, WA, 98407-5213, UNITED STATES",ERLING  KUESTER,Active
"2901 JACKSON, LLC",602 646 698,FOREIGN LIMITED LIABILITY COMPANY,"800 W IVY STREET, SUITE D, SAN DIEGO, CA, 92101, UNITED STATES",C T CORPORATION SYSTEM,Terminated
"2914 E. MADISON, LLC",603 364 363,WA LIMITED LIABILITY COMPANY,"155 SANSOME ST, STE 600, SAN FRANCISCO, CA, 94104-3617, UNITED STATES",BUSINESS FILINGS INCORPORATED,Active
299 MADISON LLC,603 258 899,WA LIMITED LIABILITY COMPANY,"132 WOOD AVE SW, BAINBRIDGE ISLAND, WA, 98110, UNITED STATES",ROD MCKENZIE,Active
2ND CHANCE PRISON MINISTRY ASSOCIATION,603 158 182,WA NONPROFIT CORPORATION,"7240 150TH ST SW APT 58, LAKEWOOD, WA, 98439-2027, UNITED STATES",LINKON COLUMBUS BROWN JR,Active
3 J'S MASONRY LLC,602 950 070,FOREIGN LIMITED LIABILITY COMPANY,"5828 NW KINGWOOD AVE, REDMOND, OR, 97756, UNITED STATES","PACIFIC REGISTERED AGENTS, INC.",Terminated
3 LITTLE PIGS MASONRY LLC,603 009 738,WA LIMITED LIABILITY COMPANY,"224 W WASHINGTON ST STE 105, SEQUIM, WA, 98382-3371, UNITED STATES",KRISTINE OSBORN,Active
3 SEASON THAI L.P.,602 848 710,WA LIMITED PARTNERSHIP,"103 W GALBREATH WAY, RITZVILLE, WA, 99169, UNITED STATES",NAMOMI JENNYHARRIS,Inactive
3 SONS PROPERTY MANAGEMENT LLC,603 139 557,WA LIMITED LIABILITY COMPANY,,ARTHUR EMERY,Administratively Dissolved
"3 SONS, INC.",601 868 834,WA PROFIT CORPORATION,,MICHAEL DUBEAU,Inactive
301 S. DAWSON LLC,603 289 043,WA LIMITED LIABILITY COMPANY,"1625 INTERLAKEN PL E, SEATTLE, WA, 98112-3424, UNITED STATES",JAMES LUNZ,Active
"3010 SIMPSON AVENUE, LLC",603 141 367,WA LIMITED LIABILITY COMPANY,"PO BOX 13081, OLYMPIA, WA, 98502, UNITED STATES",MARY WILKES WILKES,Administratively Dissolved
"3019 JUDSON STREET, LLC",603 378 000,WA LIMITED LIABILITY COMPANY,"3019 JUDSON ST, GIG HARBOR, WA, 98335, UNITED STATES",DAVID C. OWEN,Active
"305 MADISON AVENUE, LLC",602 159 332,WA LIMITED LIABILITY COMPANY,"1400 AIRPORT WAY S, SEATTLE, WA, 98134, UNITED STATES",305 MADISON AVE LLC,Active
3109 HUDSON STREET LLC,604 200 845,WA LIMITED LIABILITY COMPANY,"251 ELDORADO DR, LONGVIEW, WA, 98632-9369, UNITED STATES",ROCKY WILLIAMS,Active
311 N EMERSON LLC,604 303 421,WA LIMITED LIABILITY COMPANY,"1111 E OLIVE ST, #602, SEATTLE, WA, 98122-2433, UNITED STATES",ADAM SCHREINER,Delinquent
"3110 JUDSON STREET, LLC",603 068 496,WA LIMITED LIABILITY COMPANY,"1701 COMMERCE STREET, TACOMA, WA, 98402, UNITED STATES",CHRISTINE ZEMANEK,Active
3149 JACKSON LLC,602 511 167,WA LIMITED LIABILITY COMPANY,"121 MELHART RD, CHEHALIS, WA, 98532, UNITED STATES",MARC B CONRAD,Administratively Dissolved
316 EAST HARRISON LLC,602 605 323,WA LIMITED LIABILITY COMPANY,"1124 EASTLAKE AVE E #101, SEATTLE, WA, 98109, UNITED STATES",INGER BROCKMAN,Administratively Dissolved
317 MADISON LP,602 013 404,WA LIMITED PARTNERSHIP,,BOB MCGEE,Inactive
"3247 EVERSON FARMS, INC.",603 221 172,WA PROFIT CORPORATION,"3247 SOUTH PASS ROAD, EVERSON, WA, 98247, UNITED STATES",LESA STARKENBURG-KROONTJE,Active
"325 EMERSON, LLC",604 173 173,WA LIMITED LIABILITY COMPANY,"4610 NE 77TH AVE STE 102, VANCOUVER, WA, 98662, UNITED STATES",ROMANO DEVELOPMENT INC,Active
3252 SOUTH HUDSON STREET LLC,604 170 639,WA LIMITED LIABILITY COMPANY,"4542 S. LUCILE ST, SEATTLE, WA, 98118, UNITED STATES",RACHEL RAMSEUR,Active
"3293 HARRISON BLVD., LLC",602 733 146,WA LIMITED LIABILITY COMPANY,"8304 86TH AVE NW, GIG HARBOR, WA, 98335, UNITED STATES",TRISHNA PAULSON,Administratively Dissolved
3425 HARRISON LLC,604 105 401,WA LIMITED LIABILITY COMPANY,"11206 SE 268TH ST, KENT, WA, 98030, UNITED STATES",WILLIAM NEWHART,Administratively Dissolved
"3444 ERICKSON ST, LLC",604 328 735,WA LIMITED LIABILITY COMPANY,"3225 MCLEOD DR STE 100, LAS VEGAS, NV, 89121-2257, UNITED STATES","ANDERSON LAW GROUP, PLLC",Active
3469 HARRISON STREET LLC,604 477 677,WA LIMITED LIABILITY COMPANY,"25333 SE ISSAQUAH FALL CITY RD, ISSAQUAH, WA, 98029-7706, UNITED STATES",RAVI MITTAL,Active
"3503 RP RENTON NORTH BENSON, L.L.C.",604 411 500,FOREIGN LIMITED LIABILITY COMPANY,"2021 SPRING RD STE 200, OAK BROOK, IL, 60523-1845, UNITED STATES",C T CORPORATION SYSTEM,Active
351 JEFFERSON AVE LLC,603 248 688,WA LIMITED LIABILITY COMPANY,"15915 SE 35TH ST, VANCOUVER, WA, 98683, UNITED STATES",DIANNE BEVERIDGE,Active
"3519 HUDSON, LLC",603 064 409,WA LIMITED LIABILITY COMPANY,"5529 S MORGAN ST, SEATTLE, WA, 98118-3041, UNITED STATES",JONATHAN BROCK,Active
3551 S HUDSON ST LLC,604 005 781,WA LIMITED LIABILITY COMPANY,"3551 S HUDSON, SEATTLE, WA, 98118, UNITED STATES",CAROLINE OKOLIE,Administratively Dissolved
"360SONAR, INC.",604 173 505,WA PROFIT CORPORATION,"414 NE RAVENNA BLVD STE A-1052, SEATTLE, WA, 98115-6578, UNITED STATES",JIM KROUSKOP,Active
360USONLINE LLC,604 300 871,WA LIMITED LIABILITY COMPANY,"4248 LAKE WASHINGTON BLVD SE, BELLEVUE, WA, 98006-1110, UNITED STATES",HONGGUI CHEN,Administratively Dissolved
37 MADISON LLC,602 929 335,WA LIMITED LIABILITY COMPANY,"10900 NE 8TH ST, STE 1020, BELLEVUE, WA, 98004-4432, UNITED STATES",DELAWARE CORPORATE SERVICES INC,Active
3700 HUDSON LLC,603 508 088,WA LIMITED LIABILITY COMPANY,"4111 E MADISON ST #104, SEATTLE, WA, 98112, UNITED STATES",SLOAN RITCHIE,Active
3901 MASON LOOP LLC,603 297 337,WA LIMITED LIABILITY COMPANY,"8216 ISLAND VIEW DR NE, OLYMPIA, WA, 98506, UNITED STATES",JAMES REED,Administratively Dissolved
"3901 MASON LOOP, LLC",604 488 592,WA LIMITED LIABILITY COMPANY,"3225 MCLEOD DR STE 100, LAS VEGAS, NV, 89121-2257, UNITED STATES","ANDERSON LAW GROUP, PLLC",Active
3919 MASON LOOP RD LLC,603 500 706,WA LIMITED LIABILITY COMPANY,"1718 S JACKSON AVE, TACOMA, WA, 98465-1322, UNITED STATES",JEFFREY HUIATT,Active
3925 MASON LOOP LLC,603 558 980,WA LIMITED LIABILITY COMPANY,"172 CENTER STREET, STE 202, JACKSON, WY, 83001, UNITED STATES",REGISTERED AGENTS INC.,Active
"3ERICSSONS, INC",604 074 373,WA PROFIT CORPORATION,"1420 NW GILMAN BLVD # 2771, ISSAQUAH, WA, 98027-5394, UNITED STATES",PACIFIC GROUP TRADING INC,Administratively Dissolved
3RD FINLAYSON TRAVEL GROUP LLC,604 224 784,WA LIMITED LIABILITY COMPANY,"5820 14TH STREET CT NE, TACOMA, WA, 98422-3804, UNITED STATES",SCOTT FINLAYSON,Administratively Dissolved
3RD GENERATION MASONRY LLC,602 505 621,WA LIMITED LIABILITY COMPANY,"PO BOX 366, LAKE STEVENS, WA, 98258, UNITED STATES",KEVIN DOHERTY JR,Inactive
"3RD SEASON, LLC",602 897 739,WA LIMITED LIABILITY COMPANY,"2446 NW 61ST STREET, SEATTLE, WA, 98107, UNITED STATES",AMBERCHRISTENSEN,Inactive
4 GENERATION MASONRY AND DESIGN LLC,603 588 640,WA LIMITED LIABILITY COMPANY,"12113 8TH ST NE, LAKE STEVENS, WA, 98258, UNITED STATES",JOSHUA BURNS,Active
"4 NELSON FARMS, INC.",603 071 744,WA PROFIT CORPORATION,"30601 STATE ROUTE 195, COLFAX, WA, 99111-8577, UNITED STATES",MIKE NELSON,Active
4 NICKERSON LLC,602 531 761,WA LIMITED LIABILITY COMPANY,"155 108TH AVE NE STE 500, BELLEVUE, WA, 98004-5901, UNITED STATES",COLUMBIA WEST PROPERTIES INC,Active
4 SEASON WHOLESALE LLC,603 232 621,WA LIMITED LIABILITY COMPANY,,VICTORIASHIVA,Administratively Dissolved
"4 SEASON'S PAINT CO, LLC",602 714 425,FOREIGN LIMITED LIABILITY COMPANY,"835 E QUINCE AVE, HERMISTON, OR, 97838, UNITED STATES",JILL WILLIAMS,Active
"4 SEASONS AUTO DETAIL, LLC",603 426 216,WA LIMITED LIABILITY COMPANY,"188 106TH AVE NE, BELLEVUE, WA, 98004-5965, UNITED STATES",MANAGING MEMBER,Delinquent
4 SEASONS BUILDING SERVICES INC,604 372 257,WA PROFIT CORPORATION,"8981 N HAVEN AVE, PORTLAND, OR, 97203-3477, UNITED STATES",CARMENS TAX SOLUTIONS LLC,Active
4 SEASONS CABIN LLC.,603 208 465,WA LIMITED LIABILITY COMPANY,"45 ORCAS KY, BELLEVUE WA, BELLEVUE, WA, 98006-1019, UNITED STATES",MARIANNE JONES,Administratively Dissolved
"4 SEASONS COFFEE CO., INC.",600 413 443,WA PROFIT CORPORATION,"12410 E INDIANA AVE, SUITE A, SPOKANE VLY, WA, 99216-3116, UNITED STATES",THOMAS R HUTCHINSON,Active
"4 SEASONS COLOR, INC.",602 675 675,WA PROFIT CORPORATION,"1348 W PINE ST, WALLA WALLA, WA, 99362-8961, UNITED STATES",DAVID GROSSMAN,Active
4 SEASONS CONSTRUCTION N.W. LLC,602 919 098,WA LIMITED LIABILITY COMPANY,"32710 N RIMROSE DR, CHATTAROY, WA, 99003-9620, UNITED STATES",RYAN SEAMAN,Active
"4 SEASONS CONSTRUCTION, LLC",602 919 098,,,,
"4 SEASONS ENGINEERING, INC.",601 540 499,WA PROFIT CORPORATION,"619 S CHASE ST, PORT ANGELES, WA, 98362-6119, UNITED STATES","4 SEASONS ENGINEERING, INC",Active
4 SEASONS FLORES LANDSCAPING LLC,604 513 759,WA LIMITED LIABILITY COMPANY,"1715 LINDEN PL SE, E WENATCHEE, WA, 98802-5185, UNITED STATES",JULIAN FLORES,Active
"4 SEASONS GENERAL CONTRACTORS, INC.",601 558 625,WA PROFIT CORPORATION,,RICHARD R WILSON SR,Inactive
"4 SEASONS GROUNDS MAINTENANCE SPOKANE, INC.",602 459 073,WA PROFIT CORPORATION,"3824 W HOFFMAN AVE, SPOKANE, WA, 99205, UNITED STATES",ELAINE SARFF,Inactive
4 SEASONS HANDYMAN LLC,603 199 570,WA LIMITED LIABILITY COMPANY,"2040 NE LIND CT, POULSBO, WA, 98370-9087, UNITED STATES",ALEJANDRO RAMIREZ,Active
"4 SEASONS HAULING, LLC",603 112 833,WA LIMITED LIABILITY COMPANY,"19028 97TH AVE CT E, PUYALLUP, WA, 98375, UNITED STATES",DAVID STEWART,Administratively Dissolved
4 SEASONS HOME HEATING AND AIR CONDITIONING INC.,603 092 233,WA PROFIT CORPORATION,"23209 59TH ST E, BUCKLEY, WA, 98321, UNITED STATES",MIKE MATTILA,Administratively Dissolved
4 SEASONS HOME INSPECTIONS LLC,603 215 907,WA LIMITED LIABILITY COMPANY,"800 5TH AVE #101-385, SEATTLE, WA, 98104, UNITED STATES",JAMES SZCZESNY,Active
4 SEASONS INC,603 484 150,WA PROFIT CORPORATION,"16950 ASHLEIGH PL SE, MONROE, WA, 98272-2906, UNITED STATES",ALEXANDRU MOTPAN,Active
"4 SEASONS LANDSCAPE MANAGEMENT, LLC",603 393 447,WA LIMITED LIABILITY COMPANY,"4116 NE 50TH ST, VANCOUVER, WA, 98661, UNITED STATES",JESSE MEYER,Administratively Dissolved
"4 SEASONS LANDSCAPING, LLC",604 085 882,WA LIMITED LIABILITY COMPANY,"7902 NE 117TH AVE, VANCOUVER, WA, 98662, UNITED STATES",SARA LOPEZ,Active
"4 SEASONS LOT SERVICE, INC.",602 278 495,FOREIGN PROFIT CORPORATION,,,Terminated
"4 SEASONS NAILS & SPA, INC.",603 307 489,WA PROFIT CORPORATION,,TRAN NGUYEN,Administratively Dissolved
4 SEASONS PAINTING & PRESSURE WASHING LLC,604 028 085,WA LIMITED LIABILITY COMPANY,"1903 NE 19TH PL, RENTON, WA, 98056, UNITED STATES",ELMER GONZALEZ,Delinquent
4 SEASONS PEST CONTROL LLC,603 359 089,WA LIMITED LIABILITY COMPANY,"12345 LAKE CITY WAY NE # 273, SEATTLE, WA, 98125-5401, UNITED STATES",4 SEASONS PEST CONTROL LLC,Active
4 SEASONS PRO PAINTING LLC,602 867 171,WA LIMITED LIABILITY COMPANY,"PO BOX 50467, BELLEVUE, WA, 98015, UNITED STATES",EDUARDO PEREZ,Inactive
4 SEASONS PROPERTY MANAGEMENT INCORPORATED,602 773 471,FOREIGN PROFIT CORPORATION,"250 5TH LANE NE, FAIRFIELD, MT, 59436, UNITED STATES",,Terminated
"4 SEASONS RECREATIONAL REPAIR, LLC",604 168 340,WA LIMITED LIABILITY COMPANY,"602 N VIRGINIA CT, SPOKANE VALLEY, WA, 99216, UNITED STATES",KAITLIN HOGAN,Administratively Dissolved
4 SEASONS RIGHT SERVICES INC,602 792 871,WA PROFIT CORPORATION,"17746 113TH PL SE, RENTON, WA, 98055-6503, UNITED STATES",EDUARDO PEREZ,Active
"4 SEASONS RIVER INN, LLC",602 452 416,WA LIMITED LIABILITY COMPANY,"16202 S GRIFFIN RD, PROSSER, WA, 99350, UNITED STATES",NANCY BENDER,Inactive
"4 SEASONS SERVICES, LLC.",604 216 731,WA LIMITED LIABILITY COMPANY,"1115 E 62ND ST, TACOMA, WA, 98404-2414, UNITED STATES",MARCO ROJAS VILLA,Active
4 SEASONS WA INVESTMENT INC,604 093 661,WA PROFIT CORPORATION,"3908 6TH AVE #B, TACOMA, WA, 98406, UNITED STATES",ANNIEKIM,Active
4 SEASONS WATERSCAPES LLC,604 288 705,WA LIMITED LIABILITY COMPANY,"13526 53RD AVE S, TUKWILA, TUKWILA, WA, 98168-4790, UNITED STATES",LUIS GODINA,Active
4 SONS L.L.C.,603 163 828,WA LIMITED LIABILITY COMPANY,"26995 UNION VALLEY RD N., ALMIRA, WA, 99103, UNITED STATES",LARRY PEHA,Administratively Dissolved
"4-SEASONS AUTO CENTER, INC.",600 400 140,WA PROFIT CORPORATION,,DONALD M OLIVERI,Inactive
"4-SEASONS HOME CONTRACTORS, LLC",603 616 576,WA LIMITED LIABILITY COMPANY,"4698 RUTHERFORD CIR SW, PORT ORCHARD, WA, 98367, UNITED STATES",HEATHER E HILL,Administratively Dissolved
"4010 SOUTH THOMPSON AVE, LLC",604 059 405,WA LIMITED LIABILITY COMPANY,"1322 S SUNSET DR, TACOMA, WA, 98465-1233, UNITED STATES",HARRISON LAIRD,Active
"4017 EMERSON, LLC",603 087 898,WA LIMITED LIABILITY COMPANY,"1616 4TH AVE N, SEATTLE, WA, 98109-2929, UNITED STATES",JOHN LOACKER,Active
"405 E. HARTSON, LLC",601 908 473,WA LIMITED LIABILITY COMPANY,"405 E HARTSON AVE, STE 8, SPOKANE, WA, 99202-1329, UNITED STATES",CAROL J THOMAS,Active
410 WEST HARRISON LLC,604 307 118,WA LIMITED LIABILITY COMPANY,"600 UNIVERSITY ST STE 2820, SEATTLE, WA, 98101-1184, UNITED STATES","NATIONAL REGISTERED AGENTS, INC.",Active
"4127 HARRISON, LLC",604 036 646,WA LIMITED LIABILITY COMPANY,"6541 SEXTON DR NW STE G, OLYMPIA, WA, 98502-9222, UNITED STATES",MICHAEL C MURPHY,Active
4200 E. MADISON LLC,602 380 074,WA LIMITED LIABILITY COMPANY,"4200 E MADISON, SEATTLE, WA, 98112, UNITED STATES",SC&B SERVICES INC,Inactive
"421 JEFFERSON PROPERTIES, LLC",602 982 858,WA LIMITED LIABILITY COMPANY,"463 CHILVERS RD, CHEHALIS, WA, 98531, UNITED STATES",GALINA BAIDA,Administratively Dissolved
42ND & EAST MADISON LLC,602 510 040,WA LIMITED LIABILITY COMPANY,"2330 43RD AVE E #306B, SEATTLE, WA, 98112, UNITED STATES",DEAN ALTARAS,Active
4407 ROBINSON RD LLC,604 090 775,WA LIMITED LIABILITY COMPANY,"8900 NE 10TH ST, BELLEVUE, WA, 98004, UNITED STATES",JAMES WALKER,Active
"4409 HUSON, LLC",603 601 425,WA LIMITED LIABILITY COMPANY,"4108 85TH AVE NW, GIG HARBOR, WA, 98335, UNITED STATES",BLANE CRAWFORD,Active
"4421 HUSON, LLC",603 601 473,WA LIMITED LIABILITY COMPANY,"4108 85TH AVE. NW, GIG HARBOR, WA, 98335, UNITED STATES",BLANE CRAWFORD,Active
4529 S HENDERSON LLC,603 562 890,WA LIMITED LIABILITY COMPANY,"4529 S HENDERSON ST, SEATTLE, WA, 98118-4944, UNITED STATES",CAROLINE OKOLIE,Active
"4530 S THOMPSON, LLC",602 660 557,WA LIMITED LIABILITY COMPANY,"9015 49TH ST W, UNIVERSITY PLACE, WA, 98467, UNITED STATES",SERGIO ARMIJO,Inactive
4532 S HENDERSON LLC,603 621 572,WA LIMITED LIABILITY COMPANY,"1019 CALIFORNIA LANE SW, SEATTLE, WA, 98116, UNITED STATES",CARL HAGLUND,Active
4573 SWENSON ROAD LLC,604 239 461,WA LIMITED LIABILITY COMPANY,"27602 N MONROE RD, DEER PARK, WA, 99006-5032, UNITED STATES",PETER ORENA,Administratively Dissolved
"461 ELIASON, LLC",602 888 569,WA LIMITED LIABILITY COMPANY,"7195 NE HIGH SCHOOL RD, BAINBRIDGE ISLAND, WA, 98110, UNITED STATES",LINCOLN MILLER,Active
4854 S. WILKINSON ROAD LLC,601 887 480,WA LIMITED LIABILITY COMPANY,,LINDA G MOORE,Inactive
4908 HUDSON LLC,603 173 921,WA LIMITED LIABILITY COMPANY,"14419 GREENWOOD AVE N STE A, #375, SEATTLE, WA, 98133, UNITED STATES",ROBERTO GALINDO,Administratively Dissolved
4ALLSEASONS LLC,603 578 946,WA LIMITED LIABILITY COMPANY,"99 UNION ST #1204, SEATTLE, WA, 98101, UNITED STATES",THE CLARIUS GROUP,Active
4SONS CONCRETE LLC,604 161 716,WA LIMITED LIABILITY COMPANY,"13534 SE MAIN ST, PORTLAND, OR, 97233, UNITED STATES",,Administratively Dissolved
5 SEASONS OF CONNECTION LLC,604 055 714,WA LIMITED LIABILITY COMPANY,"4340 202ND AVE NE, SAMMAMISH, WA, 98074, UNITED STATES",LEANNE KABAT,Delinquent
"5 SONS MEDIA, LLC",603 577 224,WA LIMITED LIABILITY COMPANY,"4609 N LARCH RD, SPOKANE VLY, WA, 99216-1538, UNITED STATES",JD DEWITT,Administratively Dissolved
5-STAR GIBSON LLC,603 615 936,WA LIMITED LIABILITY COMPANY,"26304 46TH AVE S, KENT, WA, 98032, UNITED STATES",MIKE LARSON,Administratively Dissolved
