Business Name,Business ID,Business Type,Principal Business Office Address,Registered Agent Name,Fiscal Year Month,Status
ADDISON COMMUNITY THEATER,205446,Trade Name,"MIDDLEBURY, VT, USA",NONE,,Inactive
ADDISON CONSULTING LLC,23397,Domestic Limited Liability Company,"15 SHELDON LN, MIDDLEBURY, VT, 05753, USA",STEPHEN TERRY,12,Active
ADDISON CONSULTING LLC,142676,Name Reservation,"MIDDLEBURY, VT, USA",NONE,,Expired
ADDISON CONTRACTING CO.,160227,Trade Name,"RD 1, BRIDPORT, VT, 05734, USA",NONE,,Inactive
ADDISON CORPORATION,54197,Domestic Profit Corporation,"BOX 602, BURLINGTON, VT, 05401, USA",JAMES H. WICK,4,Dissolved
"ADDISON COUNTY 4-H FOUNDATION, INC.",40967,Domestic Non-profit Corporation,"23 POND LANE, STE. 300, MIDDLEBURY, VT, 05753, USA","LAURIE L. BERTRAND, CPA",,Inactive
ADDISON COUNTY ALMANAC,191049,Trade Name,"4 MAPLE STREET, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY ASPHALT PRODUCTS,210298,Trade Name,"SALISBURY, VT, USA",NONE,,Inactive
ADDISON COUNTY ASPHALT PRODUCTS,250182,Trade Name,"34 Main Street, Middlebury, VT, 05753, USA",Renée Palmer,,Active
"ADDISON COUNTY AUTOMOTIVE, INC.",72390,Domestic Profit Corporation,"3 WASHINGTON ST., MIDDLEBURY, VT, 05753, USA",WATSON SCOTT,12,Active
ADDISON COUNTY AVIATION,167995,Trade Name,"MIDDLEBURY AIRPORT, E. MIDDLEBURY, VT, 05740, USA",NONE,,Inactive
ADDISON COUNTY BANK,219345,Trade Name,"SQUARE, BELLOWS FALLS, VT, 05101, USA",NONE,,Inactive
"ADDISON COUNTY BARNS OF VERMONT, LLC",6643,Domestic Limited Liability Company,"PO BOX 593, MIDDLEBURY, VT, 05753 - 059 , USA",WILLIAM B. MILLER JR.,12,Inactive
ADDISON COUNTY BENEFIT PULL CO.,294504,Domestic Non-profit Corporation,"368 Carr Road, Addison, VT, 05491, USA",Lindi Quesnel,,Active
ADDISON COUNTY BIKE CLUB INCORPORATED,332946,Domestic Non-profit Corporation,"74 Main St., Middlebury, VT, 05753, USA",eric Berg,,Terminated
ADDISON COUNTY BOARD OF REALTORS,40969,Domestic Non-profit Corporation,"148 State Street, Montpelier, VT, 05602, USA",Helen Hossley,,Active
ADDISON COUNTY BREWING,298630,Trade Name,"2186 Hardscrabble Road, Bristol, VT, 05443, USA",Joshua Trudeau,,Active
ADDISON COUNTY BUILDERS INC,65771,Domestic Profit Corporation,"SHELLHOUSE MOUNTAIN RD, FERRISBURG, VT, 05456, USA",MICHAEL CLAPP,12,Inactive
"ADDISON COUNTY BUILDERS, INC.",106453,Domestic Profit Corporation,"3505 SHELLHOUSE MTN. RD., FERRISBURG, VT, 05456, USA",ALAN CHAMBERLAIN,12,Inactive
"ADDISON COUNTY BUYERS CLUB, INC.",40970,Domestic Non-profit Corporation,"BRISTOL, VT, USA",CHARLOTTE E. HENDEE,,Inactive
"ADDISON COUNTY CAR WASH, INC.",109527,Domestic Profit Corporation,"2617 MIDDLEBROOK RD, VERGENNES, VT, 05491, USA",HARRY F CURTH,12,Inactive
"ADDISON COUNTY CHAMBER OF COMMERCE, INC.",40971,Domestic Non-profit Corporation,"93 COURT STREET, MIDDLEBURY, VT, 05753, USA",Susan Hoxie,,Active
ADDISON COUNTY CHIROPRACTIC CENTER,216007,Trade Name,"42 EAST ST., VERGENNES, VT, 05491, USA",NONE,,Inactive
ADDISON COUNTY CHIROPRACTIC CENTER,251850,Trade Name,"56 GREEN STREET, VERGENNES, VT, 05491, USA",NONE,,Inactive
ADDISON COUNTY CHIROPRACTIC CENTER,276628,Trade Name,"56 GREEN STREET, VERGENNES, VT, 05491, USA",NONE,,Inactive
"ADDISON COUNTY CHIROPRACTIC CENTER, LLC",13636,Domestic Limited Liability Company,"56 Green St, Vergennes, VT, 05491, USA",JOEL E. PALMER,12,Active
ADDISON COUNTY CHIROPRACTIC CTR.,225291,Trade Name,"56 GREEN ST., VERGENNES, VT, 05491, USA",NONE,,Inactive
ADDISON COUNTY CHURCH OF CHRIST,40973,Domestic Non-profit Corporation,NONE,KEITH CLAYTON,,Inactive
ADDISON COUNTY CITIZENS FOR VERMONT'S FUTURE,48760,Domestic Non-profit Corporation,"BOX 262, SALISBURY, VT, 05769, USA",JOHN BEATTIE,,Inactive
"ADDISON COUNTY COMMISSION SALES, INC.",114011,Domestic Profit Corporation,"345 EAST MAIN STREET, RT 125, EAST MIDDLEBURY, VT, 05740, USA",THOMAS WISNOWSKI,12,Active
ADDISON COUNTY COMMUNITY ACTION,319517,Trade Name,"255 South Champlain Street, Burlington, VT, 05401, USA",Jan F Demers,,Active
"ADDISON COUNTY COMMUNITY ACTION GROUP, INC.",40974,Domestic Non-profit Corporation,"282 Boardman Street, Suite 1A, MIDDLEBURY, VT, 05753, USA",JEANNE L. MONTROSS,,Active
ADDISON COUNTY COMMUNITY FOOD SHELF,287505,Trade Name,"282 Boardman Street, Suite 1A, MIDDLEBURY, VT, 05753, USA",Addison County Community Action Group Inc,,Active
"ADDISON COUNTY COMMUNITY REVIEW BOARD, INC.",54786,Domestic Non-profit Corporation,"PO BOX 189, MIDDLEBURY, VT, 05753, USA",POWERS ENGLISH CARROLL & RITTER LTD,,Dissolved
ADDISON COUNTY COMMUNITY TRUST,49030,Domestic Non-profit Corporation,"272 MAIN ST, PO BOX 311, VERGENNES, VT, 05491, USA","DAVID C. VENMAN, ESQ.",,Active
ADDISON COUNTY COUNCIL CHURCH WOMEN UNITED,46413,Domestic Non-profit Corporation,"MIDDLEBURY, VT, 05753, USA",RAMONAH DEVINO,,Inactive
ADDISON COUNTY COURT DIVERSION & COMMUNITY JUSTICE PROJECTS,40976,Domestic Non-profit Corporation,"282 Boardman Street, MIDDLEBURY, VT, 05753, USA",Michelle Y. C. Modiba,,Active
ADDISON COUNTY CRIME STOPPERS,51366,Domestic Non-profit Corporation,"BOX 1000, MIDDLEBURY, VT, 05753, USA",KENT WRIGHT,,Inactive
ADDISON COUNTY DAIRY CONSULTING INC.,307110,Domestic Profit Corporation,"Addison County Dairy Consulting, 20 Main Street, Vergennes, VT, 05491, USA",Anne Murphuy,12,Active
"ADDISON COUNTY DAIRY HERD IMPROVEMENT ASSOCIATION, INC.",40975,Domestic Non-profit Corporation,"GILMAN OFFICE BLDG., W. RIVER JCT, VT, 05001, USA",ROBERT D. ALBRECHT,,Inactive
"ADDISON COUNTY DAIRY PROMOTION, INC.",78664,Domestic Non-profit Corporation,"3284 LAKE ST., BRIDPORT, VT, 05734, USA",SHERRY OUELETTE,,Terminated
"ADDISON COUNTY DENTAL CENTER, INC.",278304,Domestic Non-profit Corporation,NONE,NONE,,Dissolved
ADDISON COUNTY DENTAL FUND,164000,Trade Name,"PO BOX 165, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY EAGLES AERIE 3801,40977,Domestic Non-profit Corporation,"67 NEW HAVEN RD, VERGENNES, VT, 05491, USA",Robert Oliver,,Active
"ADDISON COUNTY EAGLES AUXILIARY #3801, INC.",48111,Domestic Non-profit Corporation,"67 NEW HAVEN ROAD, VERGENNES, VT, 05491, USA",Helen Swenor,,Active
ADDISON COUNTY ECONOMIC DEVELOPMENT CORPORATION,40978,Domestic Non-profit Corporation,NONE,THOMAS CORBIN,,Inactive
ADDISON COUNTY ECONOMIC DEVELOPMENT CORPORATION,50308,Domestic Non-profit Corporation,"1590 RTE 7 SOUTH,STE. 8, MIDDLEBURY, VT, 05753, USA",Fred Kenney,,Active
ADDISON COUNTY EMERGENCY FOOD SHELF,164001,Trade Name,"PO BOX 165, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY EMERGENCY FOOD SHELF,200875,Trade Name,"282 Boardman Street, MIDDLEBURY, VT, 05753, USA",Addison County Community Action Group Inc,,Active
ADDISON COUNTY EXCAVATING,206818,Trade Name,"107 FIREHOUSE RD, SHOREHAM, VT, 05770, USA",NONE,,Expired
ADDISON COUNTY EXCAVATORS,204700,Trade Name,"RFD 2, SALISBURY, VT, 05769, USA",NONE,,Inactive
"ADDISON COUNTY FAIR AND FIELD DAYS, INCORPORATED",40979,Domestic Non-profit Corporation,"BOX 745, MIDDLEBURY, VT, 05753, USA",BENJ DEPPMAN,,Active
ADDISON COUNTY FARM BUREAU ASSOCIATION INCORPORATED,40980,Domestic Non-profit Corporation,"2107 James Road, Weybridge, VT, 05753, USA",JON ROONEY,,Active
"ADDISON COUNTY FARM WORKERS COALITION, INC.",92110,Domestic Non-profit Corporation,"254 ETHAN ALLEN HWY, MIDDLEBURY, VT, 05753, USA",CHERYL MITCHELL,,Inactive
ADDISON COUNTY FIREFIGHTER'S ASSOCIATION INC.,40982,Domestic Non-profit Corporation,NONE,HERBERT JACKSON,,Dissolved
"ADDISON COUNTY FIREFIGHTERS ASSOCIATION, INC",51503,Domestic Non-profit Corporation,"515 Shelburne Road, Apt 1, Burlington, VT, 05401, USA",JIM FORD,,Active
ADDISON COUNTY FIREWOOD LLC,295365,Domestic Limited Liability Company,"1547 ROUTE 30, CORNWALL, VT, 05753, USA",JON FINN,12,Terminated
ADDISON COUNTY FLYING CLUB,40984,Domestic Non-profit Corporation,"MIDDLEBURY, VT, USA",WILLIAM MURPHY,,Inactive
ADDISON COUNTY FOOD SHELF,286268,Trade Name,"282 Boardman Street, Suite 1A, MIDDLEBURY, VT, 05753, USA",Addison County Community Action Group Inc,,Active
ADDISON COUNTY FOSTER PARENT ASSOCIATION,40985,Domestic Non-profit Corporation,NONE,DOROTHY JAMES,,Inactive
ADDISON COUNTY FOUNDATIONS INC.,108707,Domestic Profit Corporation,"RTE 23, WEYBRIDGE, VT, 05753, USA",DAVID L. DUPOISE,12,Active
"ADDISON COUNTY GREEN CAB, LLC",355766,Domestic Limited Liability Company,"10 Gregory Dr, South Burlington, VT, 05403, USA",Eli Moulton,12,Active
ADDISON COUNTY HARVESTERS LLP,39597,Domestic Limited Liability Partnership,"551 ORCHARD RD, BRIDPORT, VT, 05734, USA",LUCIEN HOTTE,,Inactive
"ADDISON COUNTY HEALTH COUNCIL, INC.",40986,Domestic Non-profit Corporation,NONE,SIMONE LAZARUS,,Inactive
"ADDISON COUNTY HOME HEALTH & HOSPICE, INC.",40987,Domestic Non-profit Corporation,"254 ETHAN ALLEN HWY, NEW HAVEN, VT, 05472, USA",Tim Brownell,,Active
"ADDISON COUNTY HOME INSPECTIONS, PLC.",312076,Domestic Professional Limited Liability Company,"777 Hallock Road, New Haven, VT, 05491, USA",Douglas Tolles,12,Dissolved
"ADDISON COUNTY HOMEBUYERS, LLC",19949,Domestic Limited Liability Company,"102 COURT ST., MIDDLEBURY, VT, 05753, USA",WAYNE A BATES,12,Inactive
"ADDISON COUNTY HOUSING GROUP, LLC",16310,Domestic Limited Liability Company,"272 MAIN STREET, VERGENNES, VT, 05491, USA",Elise Shanbacker,12,Active
ADDISON COUNTY HOUSING SOLUTIONS,178343,Trade Name,"48 COURT STR BOX 555, MIDDLEBURY, VT, 05753, USA",NONE,,Expired
"ADDISON COUNTY HUMANE SOCIETY, INC.",40990,Domestic Non-profit Corporation,"236 BOARDMAN STREET, MIDDLEBURY, VT, 05753, USA",JESSICA DONYOW,,Active
ADDISON COUNTY INDEPENDENT,205844,Trade Name,"4 MAPLE ST., MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY INDEPENDENT,298355,Trade Name,"58 Maple Street, Middlebury, VT, 05753, USA",ANGELO S. LYNN,,Active
ADDISON COUNTY INDEPENDENT DIGEST,196948,Trade Name,"4 MAPLE STREET, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY INDEPENDENT MARKETPLACE,197376,Trade Name,"4 MAPLE STREET, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
"ADDISON COUNTY LAND & CATTLE, INC.",102168,Domestic Profit Corporation,"SCHOOL HOUSE HILL ROAD, E. MIDDLEBURY, VT, 05753, USA","JOHN R. BARRERA, ESQ.",12,Inactive
ADDISON COUNTY LANDSCAPING INC.,72159,Domestic Profit Corporation,"BORDENS RD., CORNWALL, VT, USA",DWIGHT DUNNING,12,Inactive
ADDISON COUNTY LANDSCAPING INC.,108394,Domestic Profit Corporation,"PO BOX 861, MIDDLEBURY, VT, 05753, USA",DWIGHT W. DUNNING,12,Inactive
"ADDISON COUNTY LANGUAGE SERVICES, LLC",37158,Domestic Limited Liability Company,"2372 Route 7 South Apt. #1 , MIDDLEBURY, VT, 05753, USA",KAY A FREEDY,12,Terminated
ADDISON COUNTY MAINTENANCE SUPPLY,193303,Trade Name,"34 SOUTH ST., MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY MAPLE SUGARMAKER'S ASSOCIATION,40991,Domestic Non-profit Corporation,"598 BROWNS ROAD, LINCOLN, VT, 05443, USA",BARBARA T. RAINVILLE,,Active
ADDISON COUNTY NON-PROFIT HOUSING CORPORATION,40992,Domestic Non-profit Corporation,NONE,THOMAS JOHN PLUMP,,Inactive
"ADDISON COUNTY OPPORTUNITY CENTER, INC.",40993,Domestic Non-profit Corporation,"MIDDLEBURY, VT, USA",BRIGID THORNTON,,Inactive
ADDISON COUNTY OPTICAL,270509,Trade Name,"MIDDLEBURY, VT, USA",NONE,,Inactive
"ADDISON COUNTY PARAMEDIC RESPONSE, INC.",58454,Domestic Non-profit Corporation,NONE,RONNIE SUNDERLAND,,Inactive
ADDISON COUNTY PEOPLE POWER,40994,Domestic Non-profit Corporation,NONE,EVELYN GREGORY,,Dissolved
ADDISON COUNTY PEOPLE POWER,52819,Domestic Non-profit Corporation,NONE,FRANCES ELIZARDE,,Inactive
ADDISON COUNTY PROFESSIONAL HEALTH SERVICES,220840,Trade Name,"LENO LANE, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
"ADDISON COUNTY PROMOTIONS, LLC",30454,Domestic Limited Liability Company,"18 CREEK ROAD, MIDDLEBURY, VT, 05753, USA","THEODORE A. SHAMBO, JR.",12,Active
"ADDISON COUNTY READERS, INC.",78848,Domestic Non-profit Corporation,"2657 HEMENWAY ROAD, BRIDPORT, VT, 05734, USA",DIANA L. BAIN,,Active
ADDISON COUNTY REAL ESTATE,221602,Trade Name,"704 E MUNGER ST, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY REAL ESTATE,338558,Trade Name,"2337 Route 7 South, Middlebury, VT, 05753, USA",Jeff Olson,,Active
ADDISON COUNTY REAL ESTATE INC.,126319,Domestic Profit Corporation,"PO BOX 1112, 1641 RTE.7, MIDDLEBURY, VT, 05753, USA",CONNIE HOLLER,12,Dissolved
"ADDISON COUNTY REAL ESTATE, LLC",1012,Domestic Limited Liability Company,"2337 ROUTE 7 SOUTH, MIDDLEBURY, VT, 05753 - 111 , USA",GEORGE BREWER,12,Inactive
"ADDISON COUNTY REAL ESTATE, LLC",311335,Domestic Limited Liability Company,"2337 Route 7 South, Middlebury, VT, 05753, USA","Timothy D. King, Attorney At Law",12,Dissolved
ADDISON COUNTY REALTY EXCHANGE (ACRE),157260,Trade Name,"RD 2, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY REGIONAL MARKETING PROGRAM,151563,Trade Name,"93 COURT STREET, MIDDLEBURY, VT, 05753, USA",NONE,,Expired
ADDISON COUNTY RELOCALIZATION NETWORK,248074,Trade Name,"39 FAIRVIEW CIRCLE, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
"ADDISON COUNTY RELOCALIZATION NETWORK, INC.",86294,Domestic Non-profit Corporation,"61 Orchard Lane, Weybridge, VT, 05753, USA",Lynn Coale,,Active
ADDISON COUNTY RESTORATIVE JUSTICE SERVICES,312901,Trade Name,"282 Boardman Street, Middlebury, VT, 05753, USA",Michelle Y. C. Modiba,,Active
ADDISON COUNTY RIDERS,296627,Trade Name,"49 WILSON RD, MIDDLEBURY, VT, 05753, USA",CHARLES LIBERTY,,Expiration Pending
ADDISON COUNTY RIVER WATCH COLLABORATIVE,295389,Trade Name,"442 Lewis Creek Road, Charlotte, VT, 05445, USA",Deborah E. Healey,,Active
"ADDISON COUNTY ROLLER DERBY, L3C",34010,Domestic Low Profit Limited Liability Company,"PO BOX 159, VERGENNES, VT, 05491, USA",ERIN SWIGART & KRISTY SARGENT,12,Inactive
"ADDISON COUNTY SHERIFF'S ASSOCIATION,INC",40995,Domestic Non-profit Corporation,"35 COURT STREET, MIDDLEBURY, VT, 05753, USA",JAMES COONS,,Dissolved
ADDISON COUNTY SNOWMOBILE CLUB,223839,Trade Name,"BOX 260, BRIDPORT, VT, 05734, USA",NONE,,Inactive
"ADDISON COUNTY SNOWMOBILE CLUB, INC.",48518,Domestic Non-profit Corporation,"26 VAST LANE, BARRE, VT, 05641, USA","VAST, INC.",,Active
ADDISON COUNTY TAX SERVICE,184204,Trade Name,"RR 2, BOX 2386, VERGENNES, VT, 05491, USA",NONE,,Inactive
ADDISON COUNTY TITLE SERVICES LLC,324148,Domestic Limited Liability Company,"731 S 116 RD, Bristol, VT, 05443, USA",Patricia Nason,12,Active
ADDISON COUNTY TRADERS,241713,Trade Name,"9 MEADOW LANE, BRISTOL, VT, 05443, USA",TERRY THOMAS,,Active
ADDISON COUNTY TRADERS INC.,118718,Domestic Profit Corporation,"58 PINE STREET, BRISTOL, VT, 05443, USA",TERRY THOMAS,12,Dissolved
"ADDISON COUNTY TRAIL BLAZERS, INC.",58458,Domestic Non-profit Corporation,NONE,LEROY CLARK,,Dissolved
ADDISON COUNTY TRANSIT RESOURCES,333300,Trade Name,"297 CREEK ROAD, MIDDLEBURY, VT, 05753, USA",James Moulton,,Active
ADDISON COUNTY TRAVEL AND CONVENTION BUREAU,219487,Trade Name,"2 COURT ST., MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY TRUST COMPANY,219346,Trade Name,"SQUARE, BELLOWS FALLS, VT, 05101, USA",NONE,,Inactive
"ADDISON COUNTY UNIT FOR SPECIAL INVESTIGATIONS, INC.",87023,Domestic Non-profit Corporation,"35 COURT STREET, STE. 2, MIDDLEBURY, VT, 05753, USA",DENNIS WYGMANS ESQ,,Active
"ADDISON COUNTY VIDEO SERVICES, INC.",100977,Domestic Profit Corporation,"MIDDLEBURY, VT, 05753, USA",FAYETTE LANPHERE,12,Inactive
ADDISON COUNTY VISION CARE,187103,Trade Name,"128 SO. MAPLE ST., VERGENNES, VT, 05491, USA",NONE,,Inactive
ADDISON COUNTY VOCATIONAL-TECHNICAL CENTER,228001,Trade Name,"CHARLES AVE, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON COUNTY VOLUNTEER CENTER,300161,Trade Name,"48 Court Street, Middlebury, VT, 05753, USA",United Way of Addison County,,Active
ADDISON COUNTY WOOD RESTORATION,220628,Trade Name,"1446 SMEAD RD, SALISBURY, VT, 05769, USA",NONE,,Inactive
"ADDISON EAGLE NEWS AND REPORTER, THE",262769,Trade Name,"MIDDLEBURY, VT, USA",NONE,,Inactive
ADDISON FAMILY MEDICINE,158183,Trade Name,NONE,NONE,,Expired
ADDISON FLAMING MANES,286372,Trade Name,"1716 VT RTE 22A, PANTON, VT, 05491, USA",KATHY M. KENNETT,,Active
ADDISON FLOWER FARM LLC,338578,Domestic Limited Liability Company,"763 Grandey Rd., Addison, VT, 05491, USA",Chad Donovan,12,Terminated
ADDISON FOOD SHELF,287506,Trade Name,"282 Boardman Street, Suite 1A, MIDDLEBURY, VT, 05753, USA",Addison County Community Action Group Inc,,Active
ADDISON FOUR CORNERS CORPORATION,129742,Domestic Profit Corporation,"4934 VT ROUTE 22A, ADDISON, VT, 05491, USA","HERBERT W. GLIDDEN, III",12,Active
ADDISON FOUR CORNERS STORE,172919,Trade Name,"789 JERSEY STREET, ADDISON, VT, 05491, USA",NONE,,Inactive
ADDISON FOUR CORNERS STORE,203138,Trade Name,"ADDISON, VT, USA",NONE,,Inactive
ADDISON FOUR CORNERS STORE,277262,Trade Name,"4934 VT ROUTE 22A, ADDISON, VT, 05491, USA",NONE,,Inactive
ADDISON FOUR CORNERS STORE,291451,Trade Name,"4934 VT RT 22A, ADDISON, VT, 05491, USA",teresa glidden,,Active
ADDISON FOUR CORNERS' STORE,153732,Trade Name,"RD 1, ROUTES 22A& 17, VERGENNES, VT, 05491, USA",NONE,,Inactive
ADDISON GARDENS,194153,Trade Name,"1530 HOPKINS ROAD, PANTON, VT, 05491, USA",NONE,,Inactive
"ADDISON GLC SOLAR, LLC",309924,Domestic Limited Liability Company,"2755 Lake St, Addison, VT, 05491, USA",A WILLIAM MILLER II,12,Terminated
"ADDISON GOOSE CLUB, LLC",3504,Domestic Limited Liability Company,"60 Notch Road, Bristol, VT, 05443, USA",RICHARD D. JAMES,12,Active
"ADDISON GROUP, INC.",96018,Domestic Profit Corporation,"111 SOUTH PLEASANT ST., MIDDLEBURY, VT, 05753, USA",WILLIAM B. MILLER JR.,12,Dissolved
ADDISON HAMMERED RINGS,253789,Trade Name,"124 STEEPLEWOOD LANE, FERRISBURG, VT, 05456, USA",NONE,,Inactive
ADDISON HOMES REAL ESTATE,275145,Trade Name,"ROUTE 7, FERRISBURGH, VT, 05456, USA",NONE,,Inactive
ADDISON HOP FARM,144292,Name Reservation,"ADDISON, VT, 05753, USA",NONE,,Expired
"ADDISON HOP FARM, LLC",35166,Domestic Limited Liability Company,"3250 TOWNLINE ROAD, ADDISON, VT, 05491, USA",KRISTOPHER ANDERSON,12,Terminated
ADDISON HOUSE,216632,Trade Name,"10 COLLEGE ST., MIDDLEBURY, VT, O5753, USA",NONE,,Inactive
ADDISON HOUSE INN LLC,350767,Domestic Limited Liability Company,"3595 Mountain Road, Addison, VT, 05491, USA",Jorge Martin,12,Active
ADDISON HOUSING LIMITED PARTNERSHIP,136601,Name Reservation,"131 MAIN ST 8TH FLOOR, BURLINGTON, VT, 05401, USA",NONE,,Expired
ADDISON HOUSING LIMITED PARTNERSHIP,233433,Trade Name,"MIDDLEBURY &, VERGENNES, VT, USA",NONE,,Inactive
ADDISON HOUSING LIMITED PARTNERSHIP,244311,Trade Name,"100 Bank Street, Suite 400, Burlington, VT, 05401, USA","H.V. 1995, Inc.",,Active
ADDISON HOUSING LIMITED PARTNERSHIP,284783,Domestic Limited Partnership,"100 Bank Street, Suite 400, Burlington, VT, 05401, USA","H.V. 1995, Inc.",,Active
"ADDISON INDUSTRIES, INC.",74424,Domestic Profit Corporation,"N. FERRISBURG, VT, 05473, USA",ELIZABETH BECK,12,Dissolved
ADDISON INVESTORS,254985,Trade Name,"ONE PARK ROAD, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON MOLDING CO.,241126,Trade Name,"LONG POINT RD, N FERRISBURG, VT, 05473, USA",NONE,,Inactive
"ADDISON OIL COMPANY, INC.",72356,Domestic Profit Corporation,"19 FAIRVIEW DRIVE, ESSEX JCT, VT, 05452, USA",ALLAN B. FISHER,9,Dissolved
"ADDISON OTTERS SWIM TEAM, INC.",46722,Domestic Non-profit Corporation,"824 Stony Hill Rd, Bristol, VT, 05443, USA",Elizabeth Roy,,Active
ADDISON OUTFITTERS,268323,Trade Name,"2431 GREEN ST, WITHAM, VT, 05491, USA",NONE,,Expired
ADDISON OUTFITTERS LLC,336,Domestic Limited Liability Company,"179 MAIN STREET, VERGENNES, VT, 05491, USA",TIMOTHY J HODSON,12,Dissolved
ADDISON PRESS,160702,Trade Name,"4 MAPLE STREET, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
"ADDISON PRESS, INC.",72482,Domestic Profit Corporation,"58 Maple Street, Middlebury, VT, 05753, USA",ANGELO S. LYNN,12,Active
ADDISON REFUSE SERVICE,221348,Trade Name,"WEST ADDISON, VT, USA",NONE,,Inactive
"ADDISON RENEWABLE ENERGY, LLC",16473,Domestic Limited Liability Company,"1269 BRISTOL RD, BRISTOL, VT, 05443, USA",ROGER WALLACE,12,Terminated
"ADDISON REPERTORY THEATER LEGACY, INC.",75031,Domestic Non-profit Corporation,"51 CHARLES AVE, MIDDLEBURY, VT, 05770, USA",STEVEN P. SMALL,,Terminated
"ADDISON RESIDENTIAL, LLC",327203,Domestic Limited Liability Company,"2160 Route 7 South, Middlebury, VT, 05753, USA",Susan P. Hatch,12,Active
ADDISON RESPITE CARE HOME,352763,Trade Name,"63 Maple Street, Ste 8A, MIDDLEBURY, VT, 05753, USA",SHIRLEY RYAN,,Active
ADDISON RESPITE CARE HOME LTD,85654,Domestic Non-profit Corporation,"18 Little Pond Road, Middlebury, VT, 05753, USA",Joel A. Miller,,Merged
ADDISON RESTAURANT,253593,Trade Name,"RD #2, VERGENNES, VT, 05491, USA",NONE,,Inactive
"ADDISON RESTAURANT, THE",188108,Trade Name,"NEW HAVEN, VT, 05472, USA",NONE,,Inactive
"ADDISON RISK MANAGEMENT, LLC",24198,Domestic Limited Liability Company,"7214 VT RT 17 W, ADDISON, VT, 05491, USA",GEOFF NELSON,12,Active
ADDISON SOLAR FARM LLC,32884,Domestic Limited Liability Company,"69 COLLEGE STREET, BURLINGTON, VT, 05401, USA","Dunkiel Saunders Elliot Raubvogel & Hand, PLLC",12,Active
ADDISON STAMP CO,165612,Trade Name,"PO BOX 745, MIDDLEBURY, VT, 05753, USA",NONE,,Inactive
ADDISON TOWN HISTORICAL SOCIETY,48313,Domestic Non-profit Corporation,"3968 VT RTE 22A, ADDISON, VT, 05491, USA",JANET L CLARK,,Active
"ADDISON UNITED SOCCER LEAGUE, INC",308038,Domestic Non-profit Corporation,"16 C Main St, Bristol, VT, 05443, USA",Jennifer Wyman,,Active
"ADDISON VENTURES, INC.",104641,Domestic Profit Corporation,"VERGENNES, VT, 05491, USA",DEBORAH B. VENMAN,12,Dissolved
"ADDISON VOLUNTEER FIRE DEPARTMENT, INC.",40996,Domestic Non-profit Corporation,"44 VT RT 17 WEST, Addison, VT, 05491, USA",BRADLEY CLARK,,Active
"ADDISON WELLNESS, INC.",127049,Domestic Profit Corporation,"227 CREEK RD, MIDDLEBURY, VT, 05753, USA",MICHAEL D. JOHNSON,12,Active
"ADDISON WOODWORKS, LLC",319830,Domestic Limited Liability Company,"38 Van Ornum Dr, Addison, VT, 05491, USA",James Anderson,12,Active
"ADDISON, CABOT & SLOAN",334740,Trade Name,"23 RIVERSIDE DRIVE, WEST DUMMERSTON, VT, 05357, USA",Alan S Moncrieff,,Active
ADDISON/RUTLAND COUNTY REAL ESTATE AGENCY,228140,Trade Name,"BOX 57, RTE 73E, BRANDON, VT, 05733, USA",NONE,,Inactive
