"Entity#","Name","Type","Filing Date","Exp. Date","Status","Location","County","State","View Report"
"4353382","BAILEY AND SON ENGINEERING, INC","FOREIGN CORPORATION","07/01/2019","-","Active","-","-","SOUTH CAROLINA","SHOW DETAILS"
"433836","BAILLIE & SON, INC.","CORPORATION FOR PROFIT","01/04/1973","-","Cancelled","PIQUA","MIAMI","OHIO","SHOW DETAILS"
"RN242153","BAIRD & SON GLASS","REGISTERED TRADE NAME","12/19/1997","12/19/2012","Cancelled","--","-","-","SHOW DETAILS"
"RN149039","BAIRD & SON GLASS","REGISTERED TRADE NAME","09/24/1991","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"888508","BAKER & SON TRUCKING INC.","CORPORATION FOR PROFIT","12/07/1994","-","Cancelled","MCARTHUR","VINTON","OHIO","SHOW DETAILS"
"438237","BAKER AND SON, INC.","CORPORATION FOR PROFIT","04/16/1973","-","Cancelled","VANDALIA","MONTGOMERY","OHIO","SHOW DETAILS"
"4348203","BARKER & SON HAULING & CONSTRUCTION SERVICES  LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/17/2019","-","Active","--","-","-","SHOW DETAILS"
"507501","BARKER & SON, INC.","CORPORATION FOR PROFIT","11/21/1977","-","Cancelled","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"1540596","BARNETT & SON TRUCKING AND EXCAVATING, INC.","CORPORATION FOR PROFIT","05/04/2005","-","Active","BELOIT-","MAHONING","-","SHOW DETAILS"
"709491","BARNETT & SON, INC.","CORPORATION FOR PROFIT","09/25/1987","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"134495","BARNEY GERSTENSLAGER & SON INC","CORPORATION FOR PROFIT","01/07/1929","-","Cancelled","WOOSTER","WAYNE","OHIO","SHOW DETAILS"
"903396","BARNHART & SON, INC.","CORPORATION FOR PROFIT","04/27/1995","-","Active","MILLERSBURG","HOLMES","OHIO","SHOW DETAILS"
"4216235","BARRETT & SON HANDYMAN SERVICES LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/03/2018","-","Active","--","-","-","SHOW DETAILS"
"498959","BARRETT & SON, INC.","CORPORATION FOR PROFIT","06/02/1977","-","Cancelled","NORTH OLMSTED","CUYAHOGA","OHIO","SHOW DETAILS"
"195950","BARROW & SON INC.","CORPORATION FOR PROFIT","06/27/1946","-","Active","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"807857","BARTRAM & SON, INC.","CORPORATION FOR PROFIT","11/25/1991","-","Active","IRONTON","LAWRENCE","OHIO","SHOW DETAILS"
"4061416","BASINGER & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/14/2017","-","Active","--","-","-","SHOW DETAILS"
"1498010","BASKERVILL & SON INTERNATIONAL, P.C.","ARCHITECT & ENGINEER","11/01/2004","-","Active","-","-","VIRGINIA","SHOW DETAILS"
"937754","BASKERVILL & SON, P.C.","ARCHITECT & ENGINEER","03/27/1996","-","Dead","-","-","VIRGINIA","SHOW DETAILS"
"1421109","BASKING IN THE SON INC.","CORPORATION FOR PROFIT","11/03/2003","-","Cancelled","WILMINGTON-","CLINTON","-","SHOW DETAILS"
"FN2553","BATES & SON","FICTITIOUS NAMES","01/25/1978","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"1152691","BAUER & SON HEATING & COOLING, INC.","CORPORATION FOR PROFIT","05/02/2000","-","Active","MEDINA-","MEDINA","-","SHOW DETAILS"
"1426968","BAUER & SON ONE HOUR HEATING & AIR CONDITIONING","FICTITIOUS NAMES","12/02/2003","12/02/2008","Cancelled","--","-","-","SHOW DETAILS"
"1821581","BAUER & SON ONE HOUR HEATING & AIR CONDITIONING","FICTITIOUS NAMES","11/26/2008","11/26/2023","Active","--","-","-","SHOW DETAILS"
"232074","BAUER AND SON, INC.","CORPORATION FOR PROFIT","02/14/1953","-","Cancelled","WESTLAKE","CUYAHOGA","OHIO","SHOW DETAILS"
"1713346","BAUMAN & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/16/2007","-","Active","--","-","-","SHOW DETAILS"
"907224","BAUMANN & SON, INC.","CORPORATION FOR PROFIT","06/07/1995","-","Cancelled","BEXLEY","FRANKLIN","OHIO","SHOW DETAILS"
"378426","BAYLIFF & SON FUNERAL HOME, INC.","CORPORATION FOR PROFIT","12/16/1968","-","Active","CRIDERSVILLE","AUGLAIZE","OHIO","SHOW DETAILS"
"1104149","BAYLIFF & SON LIFE","REGISTERED TRADE NAME","09/22/1999","09/22/2004","Cancelled","--","-","-","SHOW DETAILS"
"1791899","BEACH & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/07/2008","-","Active","--","-","-","SHOW DETAILS"
"3931767","BEANE' & SON ROOFING & ROOFING REPAIRS ALL PHASES LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/10/2016","-","Active","--","-","-","SHOW DETAILS"
"1468269","BEAUTIFUL SON CORPORATION","CORPORATION FOR PROFIT","06/04/2004","-","Active","COLUMBUS-","FRANKLIN","-","SHOW DETAILS"
"1987356","BECK AND SON CABLE CONNECT LTD","DOMESTIC LIMITED LIABILITY COMPANY","01/03/2011","-","Active","--","-","-","SHOW DETAILS"
"4090690","BECKNER & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/30/2017","-","Active","--","-","-","SHOW DETAILS"
"2375841","BECKS & SON TRANSPORTATION LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/13/2015","-","Active","--","-","-","SHOW DETAILS"
"657324","BECRAFT AND SON PAINTING, INC.","CORPORATION FOR PROFIT","06/20/1985","-","Dead","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"859238","BECRAFT AND SON, INC.","CORPORATION FOR PROFIT","12/02/1993","-","Dead","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"489246","BEEKMAN AND SON BUILDERS, INC.","CORPORATION FOR PROFIT","11/09/1976","-","Cancelled","SPRINGFIELD","CLARK","OHIO","SHOW DETAILS"
"FN61866","BELL & SON","FICTITIOUS NAMES","04/21/1993","04/21/2003","Cancelled","--","-","-","SHOW DETAILS"
"FN3775","BELL & SON","FICTITIOUS NAMES","06/05/1978","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"1596399","BELL & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/24/2006","-","Active","--","-","-","SHOW DETAILS"
"247980","BELTRAMI AND SON, INC.","CORPORATION FOR PROFIT","06/24/1955","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"329813","BELU & SON PAVING, INC.","CORPORATION FOR PROFIT","04/29/1964","-","Cancelled","LORAIN","LORAIN","OHIO","SHOW DETAILS"
"328803","BEMIS & SON, INC.","FOREIGN CORPORATION","03/26/1964","-","Cancelled","null","Conversion","MICHIGAN","SHOW DETAILS"
"283778","BEN COHEN & SON, PLUMBING & SUPPLY CO.","CORPORATION FOR PROFIT","09/03/1959","-","Dead","CANTON","STARK","OHIO","SHOW DETAILS"
"254424","BEN E. FORBES & SON","CORPORATION FOR PROFIT","04/07/1956","-","Cancelled","STOW","SUMMIT","OHIO","SHOW DETAILS"
"239216","BEN KRAMER & SON, INC.","CORPORATION FOR PROFIT","03/31/1954","-","Dead","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"RN67405","BEN MILLER & SON","REGISTERED TRADE NAME","09/27/1982","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"214096","BEN MILLER & SON, INC.","CORPORATION FOR PROFIT","08/03/1949","-","Cancelled","WASHINGTON TOWNSHIP","LUCAS","OHIO","SHOW DETAILS"
"176788","BEN RUDICK & SON, INC.","CORPORATION FOR PROFIT","06/15/1939","-","Active","YOUNGSTOWN","MAHONING","OHIO","SHOW DETAILS"
"199926","BEN WOLF & SON, INC.","CORPORATION FOR PROFIT","01/29/1947","-","Dead","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"703508","BENDEN & SON MANUFACTURING, INC.","CORPORATION FOR PROFIT","06/19/1987","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"4061484","BERLINGO & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/01/2017","-","Active","--","-","-","SHOW DETAILS"
"RN37641","BERNDT & SON","REGISTERED TRADE NAME","05/02/1974","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"1106299","BERRY CONSTRUCTION & SON, INC.","CORPORATION FOR PROFIT","08/26/1999","-","Dead","BRYAN-","DEFIANCE","-","SHOW DETAILS"
"RN64770","BERT'S & SON AUTO PARTS","REGISTERED TRADE NAME","03/18/1982","03/18/2002","Cancelled","--","-","-","SHOW DETAILS"
"4083192","BERT'S AND SON AUTO PARTS","REGISTERED TRADE NAME","10/13/2017","10/13/2022","Active","--","-","-","SHOW DETAILS"
"2264645","BIG DADDY J & SON TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/29/2014","-","Active","--","-","-","SHOW DETAILS"
"2267319","BIG DADDY SON AND TRUCKING LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/07/2014","-","Active","--","-","-","SHOW DETAILS"
"1803200","BILL & SON TRUCKING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/29/2008","-","Active","--","-","-","SHOW DETAILS"
"2193491","BILL BAILEY SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","04/22/2013","-","Active","--","-","-","SHOW DETAILS"
"517584","BILL KNIGHT & SON CONTRACTORS, INC.","CORPORATION FOR PROFIT","06/08/1978","-","Cancelled","CUYAHOGA FALLS","SUMMIT","OHIO","SHOW DETAILS"
"833272","BILL'S & SON AUTO SALES, INC.","CORPORATION FOR PROFIT","12/11/1992","-","Active","CANTON","STARK","OHIO","SHOW DETAILS"
"2423330","BILLY BOB AND SON INC.","CORPORATION FOR PROFIT","08/26/2015","-","Active","COLUMBUS-","FRANKLIN","-","SHOW DETAILS"
"1993933","BINDNER & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","01/28/2011","-","Active","--","-","-","SHOW DETAILS"
"50957","BIRD & SON INC","FOREIGN CORPORATION","09/24/1918","-","Dead","null","Conversion","MASSACHUSETTS","SHOW DETAILS"
"224612","BIRD & SON, INC.","FOREIGN CORPORATION","09/13/1951","-","Dead","null","Conversion","MASSACHUSETTS","SHOW DETAILS"
"169717","BIRD & SON, INCORPORATED","FOREIGN CORPORATION","03/01/1937","-","Dead","null","Conversion","MASSACHUSETTS","SHOW DETAILS"
"4256286","BIRD AND SON LOGISTICS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","11/17/2018","-","Active","--","-","-","SHOW DETAILS"
"536850","BIRD AND SON PLUMBING, HEATING & PUMP REPAIR, INC.","CORPORATION FOR PROFIT","06/11/1979","-","Dead","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"1324245","BIXLER & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/13/2002","-","Active","--","-","-","SHOW DETAILS"
"4080146","BLACKBIRD TRUCKING N SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","10/04/2017","-","Active","--","-","-","SHOW DETAILS"
"1806439","BLAKE & SON, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","09/15/2008","-","Active","--","-","-","SHOW DETAILS"
"3927710","BLANCHARD AND SON PAINTING","FICTITIOUS NAMES","07/28/2016","07/28/2021","Active","--","-","-","SHOW DETAILS"
"767498","BLAZEY & SON, INC.","CORPORATION FOR PROFIT","02/21/1990","12/29/1997","Cancelled","NORTH ROYALTON","CUYAHOGA","OHIO","SHOW DETAILS"
"1260796","BLEVINS & SON EXCAVATING, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","10/12/2001","-","Active","--","-","-","SHOW DETAILS"
"266825","BLIND & SON, INC.","CORPORATION FOR PROFIT","10/15/1957","-","Dead","BARBERTON","SUMMIT","OHIO","SHOW DETAILS"
"1037600","BLIND & SON, INC.","FOREIGN CORPORATION","10/09/1998","-","Dead","-","-","DELAWARE","SHOW DETAILS"
"RN190885","BLIND & SON, INC. - HILLTOP MECHANICAL DIVISION","REGISTERED TRADE NAME","08/22/1994","08/22/1999","Cancelled","--","-","-","SHOW DETAILS"
"1373639","BLIND & SON, LLC","FOREIGN LIMITED LIABILITY COMPANY","03/06/2003","-","Active","-","-","DELAWARE","SHOW DETAILS"
"537328","BLODGETT & SON INC.","CORPORATION FOR PROFIT","06/18/1979","-","Dead","LIMA","ALLEN","OHIO","SHOW DETAILS"
"1445193","BLUE & SON CONTRACTING CO.","REGISTERED TRADE NAME","02/26/2004","02/26/2009","Cancelled","--","-","-","SHOW DETAILS"
"1556758","BLUE & SON CONTRACTING CO.","CORPORATION FOR PROFIT","07/15/2005","-","Cancelled","CLEVELAND HEIGHTS-","CUYAHOGA","-","SHOW DETAILS"
"309799","BLUFORD JACKSON AND SON, INC.","CORPORATION FOR PROFIT","04/13/1962","-","Active","MADEIRA","HAMILTON","OHIO","SHOW DETAILS"
"293023","BLUM & SON ELECTRIC INC.","CORPORATION FOR PROFIT","08/05/1950","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"962323","BOB & SON INVESTMENTS, INC.","CORPORATION FOR PROFIT","12/09/1996","-","Cancelled","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"2085240","BOB AND SON LAWN MAINTENANCE, LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/27/2012","-","Active","--","-","-","SHOW DETAILS"
"479388","BOB BAY AND SON CO.","CORPORATION FOR PROFIT","03/29/1976","-","Active","LANCASTER","FAIRFIELD","OHIO","SHOW DETAILS"
"215478","BOB BYERS & SON, INC.","CORPORATION FOR PROFIT","11/22/1949","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"483392","BOB CHAFFIN & SON CONSTRUCTION","FOREIGN CORPORATION","06/25/1976","-","Cancelled","null","Conversion","KENTUCKY","SHOW DETAILS"
"587764","BOB LENTZ & SON, INC.","CORPORATION FOR PROFIT","01/06/1982","-","Cancelled","ALLIANCE","STARK","OHIO","SHOW DETAILS"
"793869","BOB MARTIN AND SON INC.","CORPORATION FOR PROFIT","04/04/1991","-","Cancelled","SPRINGFIELD","CLARK","OHIO","SHOW DETAILS"
"1389618","BOB MEYER AND SON INC.","CORPORATION FOR PROFIT","05/22/2003","-","Active","WEST CHESTER-","BUTLER","-","SHOW DETAILS"
"990514","BOB PALMER & SON EXCAVATING, INC.","CORPORATION FOR PROFIT","08/29/1997","-","Cancelled","BOWLING GREEN","WOOD","OHIO","SHOW DETAILS"
"704217","BOB SCHREIBER & SON, INC.","CORPORATION FOR PROFIT","07/01/1987","-","Cancelled","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"2071962","BOB SEAS AND SON CARPET CLEANERS","REGISTERED TRADE NAME","12/29/2011","12/29/2016","Cancelled","--","-","-","SHOW DETAILS"
"891502","BOB WAIBEL & SON, INC.","CORPORATION FOR PROFIT","01/03/1995","-","Active","BLOOM TWP.","FAIRFIELD","OHIO","SHOW DETAILS"
"926317","BOB WEAVER & SON, INC.","CORPORATION FOR PROFIT","12/18/1995","-","Active","TOLEDO","LUCAS","OHIO","SHOW DETAILS"
"4220740","BOB WILSON AND SON EXCAVATING LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/16/2018","-","Active","--","-","-","SHOW DETAILS"
"355946","BOCK AND SON BODY COMPANY","CORPORATION FOR PROFIT","11/22/1966","-","Cancelled","CHILLICOTHE","ROSS","OHIO","SHOW DETAILS"
"554548","BODNAR & SON FLORIST, INC.","CORPORATION FOR PROFIT","05/12/1980","-","Active","RAYLAND","JEFFERSON","OHIO","SHOW DETAILS"
"1174214","BOGDAN & SON, INC","CORPORATION FOR PROFIT","08/07/2000","-","Cancelled","CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"1055758","BOLE & SON, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","12/23/1998","-","Active","--","-","-","SHOW DETAILS"
"391203","BOLIN AND SON BUILDERS, INC.","CORPORATION FOR PROFIT","11/25/1969","-","Cancelled","SPRINGFIELD","CLARK","OHIO","SHOW DETAILS"
"297616","BONELLI & SON, INC.","CORPORATION FOR PROFIT","02/03/1961","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"1686311","BOOKER & SON TRUCKING, LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/15/2007","-","Active","--","-","-","SHOW DETAILS"
"1485972","BOOKMAN & SON FINE JEWELRY","REGISTERED TRADE NAME","08/27/2004","08/27/2024","Active","--","-","-","SHOW DETAILS"
"158364","BOORD & SON, LIMITED","FOREIGN CORPORATION","02/26/1934","-","Dead","null","Conversion","DELAWARE","SHOW DETAILS"
"1636750","BORGMANN AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/19/2006","-","Active","--","-","-","SHOW DETAILS"
"3929545","BOSS & SON EXCAVATING LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/09/2016","-","Active","--","-","-","SHOW DETAILS"
"3934608","BOWERMAN & SON CONSTRUCTION LLC","DOMESTIC LIMITED LIABILITY COMPANY","08/25/2016","-","Active","--","-","-","SHOW DETAILS"
"4330758","BOWLBY & SON CUSTOM OPERATORS, LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/02/2019","-","Active","--","-","-","SHOW DETAILS"
"240851","BOYER & SON, INC.","CORPORATION FOR PROFIT","06/30/1954","-","Dead","LANCASTER","FAIRFIELD","OHIO","SHOW DETAILS"
"719234","BOYKINS AND SON, INC.","CORPORATION FOR PROFIT","02/25/1988","-","Cancelled","REYNOLDSBURG","FRANKLIN","OHIO","SHOW DETAILS"
"973412","BRAD HARTER AND SON MOTORSPORTS, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","03/10/1997","03/10/2027","Dead","-","-","OHIO","SHOW DETAILS"
"511436","BRADFORD & SON TRUCKING CO., INC.","CORPORATION FOR PROFIT","02/15/1978","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"216678","BRADY L. HAWK & SON INC.","CORPORATION FOR PROFIT","02/07/1950","-","Cancelled","CANTON","STARK","OHIO","SHOW DETAILS"
"93067","BRADY L. HAWK & SON. INC.","CORPORATION FOR PROFIT","08/05/1920","-","Dead","CANTON","STARK","OHIO","SHOW DETAILS"
"918387","BREJCHA & SON MECHANICAL CO., INC.","CORPORATION FOR PROFIT","09/26/1995","-","Cancelled","CHARDON","GEAUGA","OHIO","SHOW DETAILS"
"2188809","BREWER + SON TRUCKING","REGISTERED TRADE NAME","04/04/2013","04/04/2023","Active","--","-","-","SHOW DETAILS"
"2373678","BREWER AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/06/2015","-","Active","--","-","-","SHOW DETAILS"
"820713","BRIAN GAY & SON CONCRETE, INC.","CORPORATION FOR PROFIT","05/26/1992","-","Cancelled","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"556762","BRICKER & SON, INC.","CORPORATION FOR PROFIT","06/20/1980","-","Cancelled","BEREA","CUYAHOGA","OHIO","SHOW DETAILS"
"150058","BROCKMANN & SON INC.","CORPORATION FOR PROFIT","03/01/1932","-","Dead","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"2298406","BROKEN SON BOOKS LLC","DOMESTIC LIMITED LIABILITY COMPANY","05/27/2014","-","Active","--","-","-","SHOW DETAILS"
"691922","BROOKS & SON AUTO SERVICE, INC.","CORPORATION FOR PROFIT","12/22/1986","-","Active","CINCINNATI","HAMILTON","OHIO","SHOW DETAILS"
"4333232","BROOKS AND SON TECHNOLOGIES","FICTITIOUS NAMES","05/08/2019","05/08/2024","Active","--","-","-","SHOW DETAILS"
"2375983","BROUGH AND SON FARM LLC","DOMESTIC LIMITED LIABILITY COMPANY","03/13/2015","-","Active","--","-","-","SHOW DETAILS"
"755834","BROWN & SON BUILDERS INC.","CORPORATION FOR PROFIT","08/21/1989","-","Cancelled","BEACHWOOD","CUYAHOGA","OHIO","SHOW DETAILS"
"484831","BROWN & SON ELECTRIC INC.","CORPORATION FOR PROFIT","07/28/1976","-","Cancelled","BEACHWOOD","CUYAHOGA","OHIO","SHOW DETAILS"
"1901879","BROWN & SON FUEL CO INC","FOREIGN CORPORATION","12/14/2009","-","Active","-","-","INDIANA","SHOW DETAILS"
"RN185786","BROWN & SON VENDING SERVICE","REGISTERED TRADE NAME","04/20/1994","04/20/1999","Cancelled","--","-","-","SHOW DETAILS"
"288920","BROWNIES AND SON, INC.","CORPORATION FOR PROFIT","03/12/1960","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1794046","BROWNING AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","07/16/2008","07/16/2108","Active","--","-","-","SHOW DETAILS"
"LL860","BRUCKER & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","12/24/1997","12/24/2027","Active","-","-","OHIO","SHOW DETAILS"
"RN207603","BRUNSWICK & SON FLORISTS","REGISTERED TRADE NAME","10/12/1995","10/12/2000","Cancelled","--","-","-","SHOW DETAILS"
"911482","BUCKSBERRY & SON, INC.","CORPORATION FOR PROFIT","07/19/1995","-","Dead","CANFIELD","MAHONING","OHIO","SHOW DETAILS"
"902205","BUCKSBERRY & SON, LTD.","DOMESTIC LIMITED LIABILITY COMPANY","04/13/1995","-","Dead","null","Conversion","OHIO","SHOW DETAILS"
"1682349","BURKE AND SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","02/26/2007","-","Dead","--","-","-","SHOW DETAILS"
"1947889","BURKHALTER & SON TRUCKING INC.","CORPORATION FOR PROFIT","07/01/2010","-","Active","CLEVELAND-","CUYAHOGA","-","SHOW DETAILS"
"232826","BURNS AND SON COAL CO.","CORPORATION FOR PROFIT","03/26/1953","-","Cancelled","EAST PALESTINE","COLUMBIANA","OHIO","SHOW DETAILS"
"513538","BURTON & SON LANDSCAPING, INC.","CORPORATION FOR PROFIT","03/27/1978","-","Cancelled","WARRENSVILLE HTS.","CUYAHOGA","OHIO","SHOW DETAILS"
"399354","BUSTER & SON ROOFING CO.","CORPORATION FOR PROFIT","07/01/1970","-","Cancelled","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1701202","BUTCH BEMMES & SON CONSTRUCTION","REGISTERED TRADE NAME","05/17/2007","05/17/2012","Cancelled","--","-","-","SHOW DETAILS"
"973309","BUTCHER & SON C&D LAND FILL INC.","CORPORATION FOR PROFIT","03/19/1997","-","Cancelled","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"723721","BUTCHER & SON EXCAVATING, INC.","CORPORATION FOR PROFIT","04/26/1988","-","Cancelled","AKRON","SUMMIT","OHIO","SHOW DETAILS"
"327365","BUTCHER & SON, INC.","CORPORATION FOR PROFIT","02/08/1964","-","Cancelled","NORTON VILLAGE","SUMMIT","OHIO","SHOW DETAILS"
"1658940","BUTCHER & SON, INC.","CORPORATION FOR PROFIT","01/01/2007","-","Active","AKRON-","SUMMIT","-","SHOW DETAILS"
"668458","BUTZI HARTEN AND SON, INC.","CORPORATION FOR PROFIT","01/02/1986","-","Cancelled","WESTERVILLE","FRANKLIN","OHIO","SHOW DETAILS"
"2206136","C - CLOTMAN & SON LLC","DOMESTIC LIMITED LIABILITY COMPANY","06/10/2013","-","Active","--","-","-","SHOW DETAILS"
"268070","C ARMAGNO & SON, INC.","CORPORATION FOR PROFIT","12/26/1957","-","Cancelled","CLEVELAND","CUYAHOGA","OHIO","SHOW DETAILS"
"1572417","C B STONE & SON, LLC","DOMESTIC LIMITED LIABILITY COMPANY","09/29/2005","-","Active","--","-","-","SHOW DETAILS"
"221253","C. B. JOHNSON & SON, INC.","CORPORATION FOR PROFIT","01/03/1951","-","Dead","STEUBENVILLE","JEFFERSON","OHIO","SHOW DETAILS"
"248774","C. BOVA AND SON CO.","CORPORATION FOR PROFIT","07/28/1955","-","Cancelled","SHAKER HEIGHTS","CUYAHOGA","OHIO","SHOW DETAILS"
"525565","C. D. WHITE & SON FUNERAL HOME, INC.","CORPORATION FOR PROFIT","11/07/1978","-","Active","COLUMBUS","FRANKLIN","OHIO","SHOW DETAILS"
"1053895","C. E. ADKINS & SON INC.","FOREIGN CORPORATION","12/31/1998","-","Active","-","-","WEST VIRGINIA","SHOW DETAILS"
"134077","C. E. GREATHOUSE & SON INC.","CORPORATION FOR PROFIT","12/07/1928","-","Dead","MIDDLETOWN","BUTLER","OHIO","SHOW DETAILS"
"356800","C. E. SCHULZ & SON, INC.","CORPORATION FOR PROFIT","01/03/1967","-","Dead","DAYTON","MONTGOMERY","OHIO","SHOW DETAILS"
"296607","C. F. NISWANDER & SON, INC.","CORPORATION FOR PROFIT","01/03/1961","-","Cancelled","BLUFFTON","Conversion","OHIO","SHOW DETAILS"
"205914","C. H. CHINNOCK & SON FEED CO.","CORPORATION FOR PROFIT","01/06/1948","-","Cancelled","WARREN","TRUMBULL","OHIO","SHOW DETAILS"
"567011","C. H. SCHWERTNER AND SON, INC.","FOREIGN CORPORATION","01/02/1981","-","Active","-","-","PENNSYLVANIA","SHOW DETAILS"
"676063","C. J. CAULLEY & SON PLUMBING, INC.","CORPORATION FOR PROFIT","04/16/1986","-","Dead","JACKSON TWP.","FRANKLIN","OHIO","SHOW DETAILS"
"524127","C. J. WHITE & SON, INC.","CORPORATION FOR PROFIT","10/11/1978","-","Dead","HINCKLEY","MEDINA","OHIO","SHOW DETAILS"
"546898","C. JORDAN & SON, INC.","FOREIGN CORPORATION","12/21/1979","-","Cancelled","null","Conversion","MICHIGAN","SHOW DETAILS"
"2432273","C. L. FINLAN & SON INC","FOREIGN CORPORATION","09/28/2015","-","Active","-","-","MICHIGAN","SHOW DETAILS"
"464053","C. M. KENNEDY & SON AGENCY, INC.","CORPORATION FOR PROFIT","03/07/1975","-","Cancelled","MEDINA","MEDINA","OHIO","SHOW DETAILS"
"RN154452","C. MARTIN AND SON MECHANICAL INSULATION","REGISTERED TRADE NAME","02/20/1992","-","Cancelled","-","Conversion","-","SHOW DETAILS"
"483235","C. MAY AND SON OIL COMPANY","CORPORATION FOR PROFIT","06/23/1976","-","Cancelled","GREENWICH","HURON","OHIO","SHOW DETAILS"
