Entity Type,Entity #,Entity Name,Name Type,Status
Limited Liability Company,10061594,"Beautifully Wild by Sonnet & Tara, LLC",Legal Name,Good Standing
Limited Liability Company,122966,"Beaverson Drafting, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,96645,"Beecher Carlson Insurance Agency, LLC",Legal Name,Withdrawn
Limited Liability Company,10029377,"Beecher Carlson Insurance Services, LLC",Legal Name,Good Standing
Business Corporation,45352F,BEESON COMPANY,Legal Name,Revoked
Business Corporation,33986F,"BEESON PLUMBING, INC.",Legal Name,Withdrawn
Business Corporation,76830D,"BEESON PLUMBING, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,99365,Bellevue Johnson Investments LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,69452D,"BELLSON HOLDING, LLC",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,110194,Benaroya Research Institute at Virginia Mason,Legal Name,Revoked
Limited Liability Company,74684D,"BENNISON INVESTMENTS, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,10033074,"Benson Boots, Inc.",Legal Name,Good Standing
Limited Liability Company,10003240,"Benson Boulevard Xpress Lube, LLC",Legal Name,Good Standing
Business Corporation,38776D,BENSON BUSINESS MACHINES CORPORATION,Legal Name,Involuntarily Dissolved
Business Corporation,10104841,Benson Business Systems Corporation,Legal Name,Good Standing
Business Corporation,24094D,"BENSON DEVELOPMENT, INC.",Legal Name,Involuntarily Dissolved
Business Name Registration,10097223,BENSON EXCAVATION AND LANDSCAPE,Legal Name,Active Name
Limited Liability Company,119902,"Benson Excavation and Landscape, LLC",Previous Legal Name,Good Standing
Limited Partnership,126864,Benson Family Limited Partnership,Legal Name,Good Standing
Limited Liability Company,10026500,Benson Industrial Group LLC,Legal Name,Involuntarily Dissolved
Limited Partnership,1952PD,BENSON KENAI LIMITED PARTNERSHIP,Legal Name,Voluntarily Dissolved
Limited Partnership,2721PD,BENSON KODIAK LIMITED PARTNERSHIP,Legal Name,Voluntarily Dissolved
Limited Liability Company,10088853,Benson Mechanical LLC,Legal Name,Good Standing
Limited Liability Company,103241,"Benson Properties, LLC",Legal Name,Good Standing
Limited Liability Company,118695,Benson Realty LLC,Legal Name,Good Standing
Business Corporation,46770D,"BENSON TAX SERVICE, INC.",Legal Name,Good Standing
Limited Liability Company,122308,Benson Trucking Co. LLC,Legal Name,Voluntarily Dissolved
Limited Liability Company,104595,Benson Trucking LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,61117D,"BENSON XPRESS LUBE, LLC",Legal Name,Voluntarily Dissolved
Limited Partnership,2872PD,BENSON-KENAI LIMITED PARTNERSHIP,Legal Name,Voluntarily Dissolved
Limited Partnership,2868PD,BENSON-KENAI LIMITED PARTNERSHIP OF HOME,Legal Name,Voluntarily Dissolved
Limited Partnership,2723PD,BENSON-KODIAK LIMITED PARTNERSHIP OF KOD,Legal Name,Voluntarily Dissolved
Limited Partnership,3599PD,BENSON-NORTHERN LIGHTS LIMITED PARTNERSHIP,Legal Name,Voluntarily Dissolved
Limited Liability Company,10095228,Bentson Service's LLC,Legal Name,Good Standing
Business Corporation,10095035,"Bergeson-Boese & Associates, Inc.",Legal Name,Good Standing
Business Corporation,102548,Bergh Masonry Co,Legal Name,Revoked
Limited Liability Company,10105361,"Berkobinson, LLC",Legal Name,Good Standing
Limited Liability Company,10015891,"Beth Simpson & Co., LLC",Legal Name,Good Standing
Limited Liability Company,90513,"Bethard & Carlson Investments, LLC",Legal Name,Good Standing
Limited Liability Company,10026054,Bhavisha's Personal Cooking LLC,Legal Name,Involuntarily Dissolved
Business Corporation,127234,"Binson's Hospital Supplies, Inc",Legal Name,Revoked
Business Corporation,106774,Biomedical Personnel Services inc.,Legal Name,Withdrawn
Business Corporation,53200F,"BIOSONICS, INC.",Legal Name,Withdrawn
Limited Liability Company,10092559,"Bison Construction, LLC",Previous Legal Name,Good Standing
Business Corporation,10000782,"Bison Constructors, Inc.",Legal Name,Revoked
Business Corporation,10075465,Bison Holdings INC,Legal Name,Good Standing
Limited Liability Company,10050992,Bison LLC,Legal Name,Non-Compliant
Limited Liability Company,132328,"Bison Management Services, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,10000658,Bison On-Site Inc.,Legal Name,Voluntarily Dissolved
Business Corporation,75742D,"BISON PACIFIC GROUP, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10019192,BISON STREET STORE CORPORATION,Legal Name,Involuntarily Dissolved
Business Corporation,39402D,"BISON, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,90141D,"Black-Smith, Bethard & Carlson, L.L.C.",Legal Name,Good Standing
Business Corporation,10001709,Blind Date Ultrasonics Inc.,Legal Name,Involuntarily Dissolved
Limited Liability Company,10106463,"Block hard masonry & pumping, LLC",Legal Name,Good Standing
Limited Liability Company,122609,Boatright & sons LLC,Legal Name,Good Standing
Limited Liability Company,90307D,"Bob Johnson Lake, LLC",Legal Name,Good Standing
Limited Liability Company,61118D,"BOND, STEPHENS & JOHNSON PROPERTY MANAGEMENT CO. , LLC.",Legal Name,Involuntarily Dissolved
Business Corporation,50488D,"BOND, STEPHENS & JOHNSON, INC.",Legal Name,Voluntarily Dissolved
Nonprofit Corporation,10010096,Boreal Songbird Institute,Previous Legal Name,Good Standing
Professional Corporation,65973D,"BORGESON & BURNS, PC",Previous Legal Name,Involuntarily Dissolved
Professional Corporation,65973D,"Borgeson & Kramer, PC",Legal Name,Involuntarily Dissolved
Business Corporation,72124D,"BORJESSON CONSULTING ENGINEERS, INC.",Legal Name,Voluntarily Dissolved
Business Name Registration,111025,BORRESON PAINTING,Legal Name,Expired Name
Limited Liability Partnership,68779D,"BOYD, CHANDLER, FALCONER & MUNSON, LLP",Legal Name,Good Standing
Business Corporation,17935D,"BOYER, TIMM, PETERS & MASON, INC.",Legal Name,Voluntarily Dissolved
Limited Liability Company,10063126,Bradenson LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10032746,"BRADFORD JACKSON FILMS, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10115684,"BRADFORD JACKSON FILMS, LLC",Legal Name,Good Standing
Business Corporation,10024577,"Bradison Enterprises, Inc",Legal Name,Involuntarily Dissolved
Limited Liability Company,10008291,"Bradison Management Group, LLC",Legal Name,Good Standing
Business Corporation,125159,"Brand & Sons Transport, Inc.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10084944,"BRANDON'S ON SITE SERVICES, LLC",Legal Name,Good Standing
Limited Liability Company,10089494,"Branson and Branson, LLC",Legal Name,Good Standing
Limited Liability Company,87482D,BRANSON DESIGN CO. LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,115537,Branson Family LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10030434,Branson Family LLC,Legal Name,Good Standing
Limited Liability Company,115537,Branson Famly LLC,Previous Legal Name,Involuntarily Dissolved
Business Name Registration,104220,Branson Investigation Services,Legal Name,Expired Name
Limited Liability Company,10016265,Branson Marine Industries LLC,Legal Name,Good Standing
Business Corporation,66816D,BRANSONS DREAMLAND SPORTS INC.,Legal Name,Involuntarily Dissolved
Business Corporation,135846,BRD Personnel and Leasing Corp.,Legal Name,Revoked
Professional Corporation,43908D,"BRENA, BELL & CLARKSON, P.C.",Previous Legal Name,Good Standing
Limited Liability Company,10078777,"Brent Cornelison Fishing, LLC",Legal Name,Good Standing
Business Corporation,77779D,"BRET L. MASON, INC.",Legal Name,Good Standing
Limited Liability Company,105454,"Brian E. Hanson, LLC.",Legal Name,Good Standing
Business Corporation,122419,"BRIAN E. LARSON, D.C., PROFESSIONAL CORPORATION",Legal Name,Good Standing
Limited Liability Company,119832,"Brian Peterson Master Guide, LLC",Legal Name,Good Standing
Business Corporation,122245,"Brinderson Constructors, Inc",Legal Name,Revoked
Limited Partnership,122736,Brinderson Limited Partnership,Legal Name,Withdrawn
Business Corporation,10059105,"Brinderson, L.P.",Legal Name,Withdrawn
Limited Partnership,10063280,"Brinderson, L.P.",Legal Name,Withdrawn
Business Corporation,10059105,"Brinderson, Limited P.",Assumed Name,Withdrawn
Limited Partnership,10063280,"Brinderson, Limited Partnership",Assumed Name,Withdrawn
Limited Liability Company,10088571,"BRINDERSON, LLC",Legal Name,Good Standing
Limited Liability Company,107444,"Brinson Avenue Development, LLC",Legal Name,Involuntarily Dissolved
Business Name Registration,30982,BRITSON ALASKA,Legal Name,Expired Name
Business Corporation,53145F,BRONSON & WINDSOR INC.,Legal Name,Revoked
Limited Liability Company,120635,Bronson Consulting LLC,Legal Name,Good Standing
Limited Liability Company,92748,"Bronson Development, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10119923,"Bronson Development, LLC",Legal Name,Good Standing
Business Corporation,10073609,Brooke Johnson Corp.,Legal Name,Involuntarily Dissolved
Limited Liability Company,10034979,brothers and sons enterprises llc,Legal Name,Involuntarily Dissolved
Business Corporation,4772F,BROWN & WILLIAMSON TOBACCO CORPORATION,Legal Name,Withdrawn
Business Corporation,86191F,"Brown & Williamson U.S.A., Inc.",Previous Legal Name,Good Standing
Limited Liability Company,69778D,"BROWN SONS INVESTMENTS, LLC",Legal Name,Good Standing
Limited Liability Company,10105280,"Brownson Bros., LLC",Legal Name,Good Standing
Limited Liability Company,130441,Broxson Gulch Ventures LLC,Legal Name,Voluntarily Dissolved
Business Name Registration,109643,"Bryan L. Anderson, Golf Professional",Legal Name,Expired Name
Business Corporation,86321D,"BRYSON ENTERPRISES, INC.",Legal Name,Good Standing
Limited Liability Company,10067856,"Bryson Real Estate, LLC",Legal Name,Good Standing
Business Corporation,40895D,"BSI PERSONNEL SERVICES, INC.",Legal Name,Good Standing
Limited Liability Company,102436,"BT and Sons Construction, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,75036D,"BURKE, WATSON, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10002490,BURSON-MARSTELLER LLC,Legal Name,Revoked
Limited Liability Company,10002490,BURSON-MARSTELLER LLC,Assumed Name,Revoked
Business Corporation,45290F,"BUSH, COTTON, THOMPSON & SCOTT, INC.",Legal Name,Revoked
Limited Liability Company,10074500,Buttrick and Sonerholm LLC,Legal Name,Good Standing
Business Corporation,39772D,"C & SONS, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,4389D,"C. T. DAVIS & SONS, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10081915,"C.A. MORRISON, M.D., LLC",Legal Name,Good Standing
Business Corporation,10053535,C.C. Filson Co.,Legal Name,Good Standing
Business Corporation,10054972,C.C. Filson Co.,Legal Name,Withdrawn
Limited Liability Company,10019577,"C.R. MORRISON RENTALS, LLC",Legal Name,Good Standing
Limited Liability Company,10066266,"C.R. Peterson Consulting, LLC",Legal Name,Good Standing
Name Reservation,10038061,"Cabins on the Bay, LLC",Legal Name,Canceled Name
Limited Liability Company,10038152,"Cabins On The Bay, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,117794,"CABINS ON THE BLUFF, LLC",Legal Name,Good Standing
Professional Corporation,88368D,"Call & Hanson, P.C.",Legal Name,Good Standing
Professional Corporation,88368D,"CALL, HANSON & KELL, P.C.",Previous Legal Name,Good Standing
Business Corporation,32837F,"CALLISON ARCHITECTURE, INC.",Legal Name,Revoked
Limited Liability Company,107247,"Callison, LLC",Legal Name,Good Standing
Business Corporation,10013543,CallisonRTKL Inc.,Legal Name,Good Standing
Nonprofit Corporation,97716,Cancer Survivors On Mt. Aspiring,Legal Name,Involuntarily Dissolved
Limited Liability Company,10027966,"Caplan and Son Investment Management Service, LLC",Legal Name,Good Standing
Limited Liability Company,67838D,"CAPLAN AND SONS INVESTMENT MANAGEMENT SERVICES, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,88606F,"CARDILLO & SONS, INC.",Legal Name,Withdrawn
Limited Liability Company,10116071,"CARICH Personal, LLC",Legal Name,Good Standing
Business Corporation,60867D,"CARLESON HOMES AND DEVELOPMENT, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,98473,"Carlson Acquisitions, Inc.",Legal Name,Good Standing
Business Corporation,98473,"Carlson Acquisitions, Inc.",Previous Legal Name,Good Standing
Business Corporation,64455F,"CARLSON ASSOCIATES, INC.",Legal Name,Revoked
Business Corporation,64455F,"CARLSON ASSOCIATES, INC. OF MASSACHUSETTS",Assumed Name,Revoked
Limited Liability Company,10093151,Carlson Business Holdings LLC,Legal Name,Non-Compliant
Limited Liability Company,10010788,Carlson Commemorative LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10076156,Carlson Commemorative LLC,Legal Name,Good Standing
Limited Liability Company,10034540,Carlson Construction and Finishes LLC,Legal Name,Good Standing
Business Corporation,10003399,"Carlson Construction, Inc.",Legal Name,Good Standing
Limited Liability Company,10034540,Carlson Contruction ans Finishes LLC,Previous Legal Name,Good Standing
Limited Liability Company,10029853,"Carlson Enterprises, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,10106430,Carlson Environmental Consultants Corporation,Assumed Name,Good Standing
Business Corporation,10106430,"Carlson Environmental Consultants, PC",Legal Name,Good Standing
Business Corporation,64456F,"CARLSON IMPLEMENTATION ASSOCIATES, INC.",Legal Name,Revoked
Business Corporation,10012371,carlson incorporated,Previous Legal Name,Involuntarily Dissolved
Business Corporation,10087096,"CARLSON MANAGEMENT CONSULTING, INC.",Legal Name,Withdrawn
Business Corporation,99384,"Carlson Marketing Worldwide, Inc.",Legal Name,Withdrawn
Business Corporation,130342,"Carlson Marketing Worldwide, Inc.",Previous Legal Name,Withdrawn
Business Corporation,115242,"Carlson Masonry, Inc.",Legal Name,Revoked
Business Corporation,10012371,Carlson Trucking Incorporated,Legal Name,Involuntarily Dissolved
Business Corporation,64415F,"CARLSON WAGONLIT TRAVEL, INC.",Legal Name,Good Standing
Business Corporation,52925D,"CARLSON'S PROPERTY SERVICE (CPS), INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,95690,"Carlson, LLC",Legal Name,Voluntarily Dissolved
Limited Liability Company,10038906,"Carmen Jackson CPA, LLC",Legal Name,Good Standing
Limited Liability Company,115985,Carmody Masonry LLC,Legal Name,Good Standing
Limited Liability Company,10100686,CARSON & CARSON LLC,Legal Name,Good Standing
Limited Liability Company,10017467,Carson & Cook LLC,Legal Name,Good Standing
Business Corporation,62166D,"CARSON DORN, INC.",Legal Name,Good Standing
Business Name Registration,97357,CARSON Financial Services Company,Legal Name,Expired Name
Limited Liability Company,85957D,"CARSON INVESTMENTS, LLC",Legal Name,Good Standing
Business Corporation,18967D,CARSON MARINE CHARTERS,Legal Name,Involuntarily Dissolved
Business Corporation,104389,Carson Oil Co. Inc.,Legal Name,Revoked
Limited Liability Company,135232,"Carson Smithfield, LLC",Legal Name,Good Standing
Business Name Registration,10020836,CARSON SUPPORT SERVICES,Legal Name,Expired Name
Limited Liability Company,92141,"Cathleen and Jason Wooten, LLC",Legal Name,Involuntarily Dissolved
Professional Corporation,62922D,"CATHLEEN NELSON MCLAUGHLIN, P.C.",Legal Name,Involuntarily Dissolved
Business Name Registration,30937,CELLULARONE FROM DOBSON CELLULAR SYSTEMS,Legal Name,Expired Name
Nonprofit Corporation,51587D,"CENTRAL MASONIC CORPORATION, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10021892,CF and sons food services LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10097708,CF and Sons Food Services LLC,Legal Name,Good Standing
Limited Liability Company,10056481,"Chad & Sons, LLC",Legal Name,Good Standing
Business Name Registration,10024160,CHAD BRYSON FISHING,Legal Name,Active Name
Business Corporation,10020460,"Chad Erickson Insurance Agency, Inc.",Legal Name,Voluntarily Dissolved
Limited Liability Company,10026549,"Changing Seasons Counseling & Consultation, LLC",Legal Name,Good Standing
Business Corporation,10034100,"CHANGING SEASONS COUNSELING, INC.",Legal Name,Good Standing
Limited Liability Company,122927,Charles Cole and Sons LLC,Legal Name,Revoked
Business Name Registration,10040614,CHARLES EDISON MCKEE,Legal Name,Active Name
Business Corporation,107289,"Chas G. Haake & Sons, Inc.",Legal Name,Revoked
Business Name Registration,27026,CHILDSONG DOLLS,Legal Name,Expired Name
Business Corporation,60169D,"CHILKAT MASONRY RESTORATION, INC.",Legal Name,Involuntarily Dissolved
Business Name Registration,86604,CHRIS JOHNSON WEB SOLUTIONS,Legal Name,Expired Name
Business Name Registration,30299,CHRIS L HUDSON DDS,Legal Name,Expired Name
Limited Liability Company,60678D,CHRISTENSEN & SONS LLC.,Legal Name,Involuntarily Dissolved
