Business Name,Business ID,Homestate Name,Previous Name,Business Type,Principal Office Address,Registered Agent Name,Status
"61-65 Pearson Road Development, LLC",737250,,,Domestic Limited Liability Company,"169 Daniel Webster Highway, Nashua, NH, 03060, USA","Allen, John L, Esq",Not In Good Standing
"69 HARRISON STREET, LLC",453284,,,Domestic Limited Liability Company,"P O BOX 663, MERRIMACK, NH, 03054, USA","Levesque, Normand E",Not In Good Standing
6TH GENERATION MASONRY LLC,832352,,,Domestic Limited Liability Company,"630 Central St, Manchester, NH, 03103, USA",Cote Nicholas,Good Standing
7 CORSON STREET LLC,731719,,,Domestic Limited Liability Company,"13 Wild Turkey Rd, Deerfield, NH, 03037, USA","Morgan, Diane F.",Good Standing
"7 HARRISON PROPERTY MANAGEMENT, INC.",290097,"7 HARRISON PROPERTY MANAGEMENT, INC.",,Foreign Profit Corporation,"132 Old Post Road, Southport, CT, 06890, USA",State of NH - Secretary of State,Withdrawn
"7 JOHNSON AVENUE, LLC",773096,,,Domestic Limited Liability Company,"7 Johnson Avenue, Hampton, NH, 03842, USA",Morris Edward F Esq,Good Standing
"7 Nelson Street, LLC",670849,,,Domestic Limited Liability Company,"7 Nelson St, Dover, NH, 03820, USA","Sheehan, Laura",Good Standing
71 CEA Hudson LLC,569213,71 CEA HUDSON LLC,,Foreign Limited Liability Company,"1105 Mass Ave. Suite 2-F, Cambridge, MA, 02138, USA","Hollis, Morgan A, Esq",Good Standing
76 SONGO LLC,827885,,,Domestic Limited Liability Company,"10 Westridge Dr, Hampton, NH, 03842, USA","United States Corporation Agents, Inc.",Good Standing
8 Commercial Hudson Real Estate INV LLC,604759,,,Domestic Limited Liability Company,"8 Commercial Street, Hudson, NH, 03051, USA",Business Filings Incorporated,Good Standing
"8 Dennison Road, LLC",692442,,,Domestic Limited Liability Company,"8 Dennison Road, Durham, NH, 03824, USA",C T Corporation System,Good Standing
"8 HARRISON, LLC",782766,,,Domestic Limited Liability Company,"23 Elm Avenue, Hudson, NH, 03051, USA",Naresh Puri,Good Standing
8 JACKSON ST LLC,748471,,,Domestic Limited Liability Company,"21 French St, Quincy, MA, 02171, USA","Sweeney, J Leonard, III Esq",Not In Good Standing
"81 MASON, LLC",558594,,,Domestic Limited Liability Company,"438 N El Camino Real, San Clemente, CA, 92672, USA","Mailloux, Karen",Admin Dissolution
"85 Wilson Pond, LLC",634787,,,Domestic Limited Liability Company,"15 Monadnock Street, Keene, NH, 03431, USA","Dell'erba, Richard C.",Dissolved
"8a Anderson Drive, L.L.C.",532348,,,Domestic Limited Liability Company,"236 swains pond ave, melrose, MA, 02176, USA","Doucette, Richard J",Good Standing
"9 JOHNSON AVENUE, LLC",812424,,,Domestic Limited Liability Company,"9 Johnson Avenue, Hampton Beach, NH, 03842, USA",Albert Fleury,Good Standing
"9 Waters Edge Hudson, LLC",726170,,,Domestic Limited Liability Company,"PO Box 3691, Nashua, NH, 03061, USA",Paul C English Esq.,Good Standing
9-11 Jennison St LLC,632512,,,Domestic Limited Liability Company,"1129 Johnston Drive, Watchung, NJ, 07069, USA","St Pierre, Wesley",Admin Dissolution
"90 Watson Shore Road, LLC",574033,,,Domestic Limited Liability Company,"32 Custom House St Ste 50, Providence, RI, 02903, USA",C T Corporation System,Dissolved
93-95 Wilson Street LLC,646996,,,Domestic Limited Liability Company,"PO Box 10189, Bedford, NH, 03110, USA","Roxo, Antonio F",Admin Dissolution
99 WILSON STREET LLC,733066,,,Domestic Limited Liability Company,"25 Winchester Court, Keene, NH, 03431, USA","Grauer, Lisa",Good Standing
"A & A AND SONS EXCAVATION, INC.",748029,,,Domestic Profit Corporation,"65 Horne St, Warner, NH, 03278, USA","Fedas, Arthur",Good Standing
A & A and Sons Landscaping Inc,557060,,,Domestic Profit Corporation,"65 Horne St, Warner, NH, 03278, USA","Fedas, Arthur",Admin Dissolution
A & A and Sons Landscaping Inc.,757247,,,Domestic Profit Corporation,NONE,,Reserved Name Expired
"A & A MASONRY, INC.",82209,,,Domestic Profit Corporation,"81 HILLCREST RD, Goffstown, NH, 03045, USA","Lentsch, Alfred S.",Good Standing
A & F MASONRY SUPPLIES,292324,,,Trade Name,"139A LAFAYETTE RD, SEABROOK, NH, 03874, USA",,Expired
A & F MASONRY SUPPLIES,317961,,,Trade Name,"139A LAFAYETTE RD, SEABROOK, NH, 03874, USA",,Expired
A & F MASONRY SUPPLIES,305185,,,Trade Name,"139A LAFAYETTE RD, SEABROOK, NH, 03874, USA",,Expired
A & J PROPERTY LLC,707557,,KRSONE LLC,Domestic Limited Liability Company,"540 Rimmon Street, Manchester, NH, 03102, USA","Thapakshetri, Rabikar",Good Standing
A & M ROOFING & SONS,402420,,,Trade Name,"10 DOELSON ST, SOMERSWORTH, NH, 03878, USA",,Active
A & P MASONRY,247623,,,Trade Name,"6 OVERLEDGE DR, DERRY, NH, 03038, USA",,Expired
"A & R Lawson Enterprises, Inc.",600686,,,Domestic Profit Corporation,"6 Leelynn Circle, Londonderry, NH, 03053, USA","Lawson, Anne M",Admin Dissolution
A + R Jackson Fine Homebuilders L.L.C.,626800,,,Domestic Limited Liability Company,"PO Box 572, Rye Beach, NH, 03871, USA","Jackson, Ryan T",Administratively Dissolved
A AND B MASONRY,438550,,,Trade Name,"30 REVERE ST, NASHUA, NH, 03060, USA",,Expired
A B Heath & Sons Auto Service & Sales LLC,607653,,,Domestic Limited Liability Company,"13R South Ave, Derry, NH, 03038, USA","Heath, Albert B., Jr.",Good Standing
A CAT FOR ALL SEASONS,136630,,,Domestic Nonprofit Corporation,"23 STEPHANIE DRIVE, BEDFORD, NH, 03102, USA",,Dissolved
A CHANGE OF SEASON,117484,,,Trade Name,"102 SHADOW LAKE ROAD, SALEM, NH, 03079, USA",,Expired
A FLOWER FOR ANY REASON,136863,,,Trade Name,"255 DANIEL WEBSTER HIGHWAY, MEREDITH, NH, 03253, USA",,Expired
A HELPING HAND FOR PERSONNAL SERVICES,194527,,,Trade Name,"130 HEATH RD, RAYMOND, NH, 03077, USA",,Expired
A J AND SON'S FLEET REPAIR,132774,,,Trade Name,"RFD#15 BOX 32, LOUDON, NH, 03301, USA",,Expired
A L Johnson & Sons Roofing LLC,693070,,,Domestic Limited Liability Company,"77 Bowkerville Road, Fitzwilliam, NH, 03465, USA","Johnson, Jennifer",Good Standing
A LA CARTE PERSONAL CHEF SERVICE AND HOME MEAL REPLACEMENT,360163,,,Trade Name,"52 HIGH ST APT B, NEW BOSTON, NH, 03070, USA",,Expired
A LITTLE DIRT AND SONSHINE,775930,,,Trade Name,"31 Leblanc Road, Fremont, NH, 03044, USA",,Active
"A M HUDSON, INC.",5215,,"ALEXANDER'S MARKET OF HUDSON, INC.",Domestic Profit Corporation,"835 HANOVER ST, SUITE 201, MANCHESTER, NH, 03104, USA","Morisseau, Brian T",Dissolved
A MOUSE FOR ALL SEASONS...AND REASONS,267049,,,Trade Name,"131 VICTORY DR, FRANKLIN, NH, 03235, USA",,Expired
A PERSONAL IMAGE,408327,,,Trade Name,"10 S MAIN ST, FARMINGTON, NH, 03835, USA",,Expired
A PERSONAL THING BY NANCY,256248,,,Trade Name,"172 NEW BOSTON RD, GOFFSTOWN, NH, 03045, USA",,Expired
A Personal Touch Painting N More,722259,,,Trade Name,"10 Deerfield Dr, Dover, NH, 03820, USA",,Active
A Reason to Paws,654453,,,Trade Name,"598 Lake Ave, Manchester, NH, 03103, USA",,Expired
A SIMPSON CONSTRUCTION,774182,,,Trade Name,"47 South street, Rollinsford, NH, 03869, USA",,Active
A Stocked Kitchen Personal Chef Service LLC,540319,,,Domestic Limited Liability Company,"122 Layfayette Rd., North Hampton, NH, 03862, USA","Macinnes, Stockton",Admin Dissolution
A Touch of Personality,631072,,,Trade Name,"PO Box 613, Meredith, NH, 03253, USA",,Expired
A TREE FOR ALL SEASONS,271264,,,Trade Name,"19 DOE MEADOW DRIVE, BURLINGTON, 06013, USA",,Active
A WOMAN'S PERSONAL TOUCH,470743,,,Trade Name,"232 SAGAMORE RD, GILFORD, NH, 03249, USA",,Expired
A&A LANDSCAPING & SONS,371327,,,Trade Name,"#65 Horne St, WARNER, NH, 03278, USA",,Expired
A&A PERSONAL INJURY ATTORNEY,144622,,,Trade Name,"66 S MAIN ST PO BOX 1955, ROCHESTER, NH, 03867, USA",,Expired
A&D LACOURSE & SONS SCRAP IRON & WELDING,208068,,,Trade Name,"112 ROYCRAFT RD, MANCHESTER, NH, 03103, USA",,Expired
"A&L VICK & SON, EXCAVATING",161967,,,Trade Name,"68 CREST RIDGE DR PO BOX 150, CTR BARNSTEAD, NH, 03225, USA",,Expired
"A&L Vick & Son, Excavating",713648,,,Trade Name,"68 Crest Ridge Dr, Center Barnstead, NH, 03225, USA",,Expired
A&P Personal Care Service,589094,,,Trade Name,"71 Glass Street, Pembroke, NH, 03275, USA",,Expired
A-1 AUTHENTIC AMERICAN MASONRY,485019,,,Trade Name,"31 PLEASANT ST, FRANKLIN, NH, 03235, USA",,Expired
A-1 Repair Services of Mason,712683,,,Trade Name,"358 Churchill Road, Mason, NH, 03048, USA",,Active
"A-Son's Construction, Inc.",634134,"A-Son's Construction, Inc.",,Foreign Profit Corporation,"3100 S Tillotson Ave, Muncie, IN, 47302, USA",No Registered Agent on file,Administratively Suspended
"A. J. GARRISON MANAGEMENT CORPORATION, INC.",90779,,,Domestic Profit Corporation,NONE,"Woolfolk, Marilyn",Admin Dissolution
A. A. JEWETT & SON,38731,,,Trade Name,"55 BAY ST., LACONIA, NH, 03246, USA",,Expired
A. AVENI AND SON INC.,101825,,,Domestic Profit Corporation,NONE,"Aveni, Anthony",Admin Dissolution
"A. B&D ENTERPRISES OF HUDSON, LLC",461124,,,Domestic Limited Liability Company,"1 CLEMENT RD, HUDSON, NH, 03051, USA","Cormier, Donna",Dissolved
"A. B. BOULTER AND SONS, INC.",5537,,,Domestic Profit Corporation,"MERRILL RD, GOFFSTOWN, NH, 03045, USA","Boulter, Jeffrey",Admin Dissolution
A. BRANT & SON'S CARPENTRY,124478,,,Trade Name,"17 SHORE DRIVE, SALEM, NH, 03079, USA",,Expired
A. Bric Masonry,557545,,,Trade Name,"51 Mary Ann Ave, Salem, NH, 03079, USA",,Expired
A. Campbell Masonry and Construction,584448,,,Trade Name,"130 Towle Road, Chester, NH, 03036, USA",,Expired
"A. D. B., Inc.",B58149,,"W. A. Beauchaine & Sons, Inc.",Domestic Profit Corporation,"Unknown, Laconia, NH, 03246, USA",,Admin Dissolution
"A. D. DAVIS, INCORPORATED",10740,,"A. D. DAVIS & SON, INC.",Domestic Profit Corporation,"3277 MAIN ST PO BOX 1520, N CONWAY, NH, 03860, USA","Abbott, Terrence P",Merged
"A. Dinova & Son, Inc.",B55383,,Diversi Wholesale Fruit Company,Domestic Profit Corporation,"Railroad Square, Concord, NH, 03301, USA",,Admin Dissolution
"A. DUQUETTE & SON, INC.",182661,"A. DUQUETTE & SON, INC.",,Foreign Profit Corporation,"104 Blackstone River Road, Worcester, MA, 01607, USA",CORPORATION SERVICE COMPANY,Good Standing
"A. E. ALIE & SONS, INC.",5223,,,Domestic Profit Corporation,"One Market Street, Portsmouth, NH, 03801, USA","Alie, Stephen R",Good Standing
"A. E. CRONIN & SON, INC.",175035,,,Domestic Profit Corporation,"5 CURRIER STREET, SOUTH HAMPTON, NH, 03827, USA","Salomon, Craig N, Esq",Admin Dissolution
"A. EASTMAN AND SON, INC.",114466,,,Domestic Profit Corporation,"369 US Route 16/302, Glen, NH, 03838, USA","Cooper Cargill Chant, P.A.",Good Standing
A. EATON & SONS TRUCKING,84020,,,Trade Name,"73 EATON HILL RD, AUBURN, NH, 03032, USA",,Expired
A. EPSTEIN AND SONS INTERNATIONAL INC.,768895,A. EPSTEIN AND SONS INTERNATIONAL INC.,,Foreign Profit Corporation,"600 W. Fulton Street, Chicago, IL, 60661, USA",COGENCY GLOBAL INC.,Good Standing
"A. F. WALKER & SON, INC.",7222,,"ANDERSON WOODWORKING, INC.",Domestic Profit Corporation,"ASHBY RD, NEW IPSWICH, NH, 03071, USA","Taft, Robert, Esq",Admin Dissolution
A. F. WATSON GENERAL CONTRACTING,769184,,,Trade Name,"3 Edgemont Street, Derry, NH, 03038, USA",,Active
"A. F. Watson General Contracting, LLC",663660,,,Domestic Limited Liability Company,"3 Edgemont Street, Derry, NH, 03038, USA","Watson, Arthur F.",Dissolved
"A. FABRIZIO & SON, INC.",76494,,,Domestic Profit Corporation,"25 CLOVER LANE, PORTSMOUTH, NH, 03801, USA","McEachern, Alec L, Esq",Admin Dissolution
"A. G. Edwards & Sons, LLC",833,"A. G. Edwards & Sons, LLC",,Foreign Limited Liability Company,"ONE NORTH JEFFERSON STREET, ST. LOUIS, MO, 63103, USA",CORPORATION SERVICE COMPANY,Good Standing
"A. H. HOWE & SONS, INC.",1857,"A. H. HOWE & SONS, INC.",,Foreign Profit Corporation,"100 PERKINS AVE PO BOX 3068, BROCKTON, MA, 02403, USA",C T Corporation System,Merged
"A. H. TROMBLEY & SONS, INC.",20763,,,Domestic Profit Corporation,"593 OLD CANDIA RD, CANDIA, NH, 03034, USA","Strimbeck, Lee A, Esq",Admin Dissolution
"A. Henkel & Son, Inc.",677906,,,Domestic Profit Corporation,"Unknown, Keene, NH, 03431, USA",,Dissolved
"A. J. & SONS ELECTRICAL CONTRACTORS, INC.",127459,"A. J. & SONS ELECTRICAL CONTRACTORS, INC.",,Foreign Profit Corporation,"1 WESTECH DR PO BOX 289, TYNGSBORO, MA, 01879, USA","Hillard, Victor, III",Admin. Suspension
"A. J. DEROMA SONS, INC.",8022,,,Domestic Profit Corporation,"191 FOSTER POND RD, ALEXANDRIA, NH, 03222, USA","Correia, Andrea",Good Standing
"A. J. Lawson Shoe Co., Inc.",676877,,,Domestic Profit Corporation,"Unknown, Manchester, NH, 03101, USA",,Admin Dissolution
"A. J. MARTIN & SONS CONCRETE, INC.",128525,,,Domestic Profit Corporation,"P O BOX 660, ALTON, NH, 03809, USA","Martin, A. James",Admin Dissolution
"A. J. Samson, Inc.",B55115,,,Domestic Profit Corporation,"22 Amherst St, Manchester, NH, 03101, USA",,Admin Dissolution
"A. KENNETH MYETTE & SONS, INC.",121557,,,Domestic Profit Corporation,"31 HARRIS RD, WINDHAM, NH, 03087, USA","Morgan, Thomas, Esq",Not In Good Standing
"A. L. Boudreau & Sons, Inc.",B010942,,,Domestic Profit Corporation,"Unknown, Tilton, NH, 03276, USA",,Admin Dissolution
A. L. Johnson & Sons,621187,,,Trade Name,"69 Bowkerville Road, Fitzwilliam, NH, 03447, USA",,Active
"A. Laugeni & Son, Inc.",575168,"A. Laugeni & Son, Inc.",,Foreign Profit Corporation,"370 Ardale Street, West Haven, CT, 06516, USA",CORPORATION SERVICE COMPANY,Admin. Suspension
"A. LAVA & SON CO., INC.",824878,A. LAVA & SON CO.,,Foreign Profit Corporation,"4800 S. Kilbourn Ave., Chicago, IL, 60632, USA",C T Corporation System,Good Standing
"A. LIPSON, INC.",13954,,,Domestic Profit Corporation,"1 GLENWOOD AVE, DOVER, NH, 03820, USA","Dibble, Stephen J",Admin Dissolution
"A. M. HARRISON ENTERPRISES, INC.",239156,,,Domestic Profit Corporation,"80 LAUREL ST, NEWPORT, NH, 03773, USA","Harrison, Andrew M.",Admin Dissolution
"A. N. Jennison Associates, Inc.",651775,,,Domestic Profit Corporation,"Unknown, Keene, NH, 03431, USA",,Admin Dissolution
"A. NORMAND & SONS, INC.",14573,,,Domestic Profit Corporation,"207 CAMBRIDGE RD, BEDFORD, NH, 03102, USA","Dahar, Victor W, Esq",Admin Dissolution
A. Nute & Sons Shoe Company,B51401,,,Domestic Profit Corporation,"Unknown, Farmington, NH, 03835, USA",,Admin Dissolution
"A. O. PHANEUF & SON FUNERAL HOME, INC.",18262,,,Domestic Profit Corporation,"243 HANOVER ST, MANCHESTER, NH, 03104, USA","Mesmer, Frank B, Jr Esq",Good Standing
A. OLSON DEVELOPMENT INC.,387647,,,Domestic Profit Corporation,"BUTTERNUT LN, RINDGE, NH, 03461, USA","Blanton, Joel K",Admin Dissolution
A. PERSONALIZED ANSWERING SERVICE,269340,,,Trade Name,"55 A WALNUT ST, ROCHESTER, NH, 03867, USA",,Expired
A. Pinto & Sons,718837,,,Trade Name,"71 Kelleys Corner Rd, Chichester, NH, 03258, USA",,Expired Pending
"A. R. HEBERT & SONS AUTO SALES, INC.",12461,,,Domestic Profit Corporation,"1323 SOUTH WILLOW STREET, MANCHESTER, NH, 03108, USA","Stahl, Norman H, Esq",Admin Dissolution
"A. Spolidoro and Sons, Inc.",622486,"A. Spolidoro and Sons, Inc.",,Foreign Profit Corporation,"17 Simons Farm Rd., Billerica, MA, 01862, USA","Diveto, Edward",Good Standing
"A. T. Johnson & Son, Inc.",B53990,,,Domestic Profit Corporation,"Unknown, Hampton, NH, USA",,Admin Dissolution
A. T. NAULT & SON,58671,,,Trade Name,"30 BRIDGE STREET, MANCHESTER, NH, 03101, USA",,Expired
"A. T. NAULT & SON, INC.",139211,,,Domestic Profit Corporation,"420 SECOND ST, MANCHESTER, NH, 03102, USA","Little, Curtis W, Jr Esq",Dissolved
"A. T. NAULT & SON, INC.",12971,,,Domestic Profit Corporation,"30-32 BRIDGE STREET, MANCHESTER, NH, 03101, USA","Monson, John R, Esq",Merged
"A. W. BOURBEAU & SON, INC.",5541,,"BO & DEN'S SPORTS SHOP, INC.",Domestic Profit Corporation,"102 FISHERVILLE RD, CONCORD, NH, 03301, USA","Bourbeau, Irene",Admin Dissolution
"A. W. BROWN & SON, INC.",5684,,,Domestic Profit Corporation,"85 HIGH ST., HAMPTON, NH, 03842, USA","Casassa, H Alfred, Esq",Admin Dissolution
"A. W. Farrell & Son, Inc.",554466,"A. W. FARRELL & SON, INC.",,Foreign Profit Corporation,"3761 E Lake Road, Dunkirk, NY, 14048, USA",CORPORATION SERVICE COMPANY,Administratively Suspended
"A. W. HASTINGS OF NEW HAMPSHIRE, INC.",2044,"A. W. HASTINGS OF NEW HAMPSHIRE, INC.","JOHNSON BUILDING MATERIALS, INCORPORATED",Foreign Profit Corporation,"701 E Industrial Park Drive, Manchester, NH, 03103, USA","Rayburn, Lloyd P",Withdrawn
"A. WALECKA & SON, INC.",213603,"A. WALECKA & SON, INC.",,Foreign Profit Corporation,"2375 CRANBERRY HWY, W WAREHAM, MA, 02576, USA","Edwards, Judith",Admin. Suspension
"A. WIGGIN & SONS LANDSCAPING, LLC",330808,,,Domestic Limited Liability Company,"137 BUNKERHILL AVE PO BOX 320, STRATHAM, NH, 03885, USA","Wiggin, Andrew D",Dissolved
A. WILSON DESIGNS INC.,335098,,,Domestic Profit Corporation,"91 High Rd., Lee, NH, 03861, USA","Wilson, Andrew W",Good Standing
"A. WRIGHT & SONS, INC.",B57769,,,Domestic Profit Corporation,"Unknown, Ossipee, NH, 03864, USA",,Admin Dissolution
A.A. THOMPSON FUEL CO.,48394,,,Trade Name,"95 PARK ST., TILTON, NH, 03276, USA",,Expired
A.A.A. MASONRY,72704,,,Trade Name,"4 MAPLEWOOD AVENUE, MANCHESTER, NH, 03102, USA",,Expired
"A.A.D.& Son, Inc.",B57432,,,Domestic Profit Corporation,"Unknown, Manchester, NH, 03101, USA",,Admin Dissolution
"A.B.D. MASONRY, INC.",136236,,,Domestic Profit Corporation,"ZERO KINSLEY ST, NASHUA, NH, 03060, USA","Nile, Richard",Admin Dissolution
"A.C. Hicks & Sons, LLC",588977,,,Domestic Limited Liability Company,"33 Hicks Hill Rd, Colebrook, NH, 03576, USA","Frizzell, Jonathan S, Esq",Good Standing
A.D. HENDERSHOT & SON,100720,,,Trade Name,"131 WOODLAND AVE., MANCHESTER, NH, 03103, USA",,Expired
A.E. BRISSON & FAMILY,470005,,,Trade Name,"928 High St, Candia, NH, 03034, USA",,Expired
"A.E. Craigue & Son, Light Excavation LLC",484079,,,Domestic Limited Liability Company,"58 Craigue Hill Road, Claremont, NH, 03743, USA",ARNOLD E CRAIGUE,Good Standing
A.E. CRONIN & SON,110171,,,Trade Name,"5 CURRIER ST, SOUTH HAMPTON, NH, 03827, USA",,Expired
A.E. MORISON & CO.,395602,,,Trade Name,"OLD SHARON RD P O BOX 277, PETERBOROUGH, NH, 03458, USA",,Expired
A.E. MORISON & CO.,27823,,,Trade Name,"OLD SHARON RD PO BOX 277, PETERBOROUGH, NH, 03458, USA",,Expired
"A.H. HARRIS & SONS, INCORPORATED",1732,"A.H. HARRIS & SONS, INCORPORATED",,Foreign Profit Corporation,"433 South Main St, Suite 202, West Hartford, CT, 06110, USA",C T Corporation System,Administratively Suspended Name Protection
"A.J. CIPOLLO AND SONS, INC.",133603,,,Domestic Profit Corporation,"17 Myrtle St., Exeter, NH, 03833, USA","Cipollo, Anthony J",Admin Dissolution
"A.J. GAGNON & SONS, INC.",1504,"A.J. GAGNON & SONS, INC.",,Foreign Profit Corporation,"1 GAGNON DRIVE, DRACUT, MA, 01826, USA","Bronstein, Peter H, Esq",Admin. Suspension
"A.J. Lacasse & Sons Construction, LLC",546412,,,Domestic Limited Liability Company,"PO BOX 664, HAMPSTEAD, NH, 03841, USA","Lacasse, Jodi L",Admin Dissolution
"A.J. STEPHENS & SON, L.L.C.",273745,,,Domestic Limited Liability Company,"2 HIGH ST, HAMPTON, NH, 03842, USA","Stephens, Alexander J",Dissolved
A.J. WILLETTE & SON MASONRY CONSTRUCTION,311644,,,Trade Name,"131 Hatt Rd, Westmoreland, NH, 03467, USA",,Expired
"A.J. WILLETTE & SON MASONRY CONSTRUCTION, INC.",337333,,,Domestic Profit Corporation,"89 SOUTH RD, HARRISVILLE, NH, 03450, USA","Hall, Diane",Admin Dissolution
"A.L. TYLER & SONS, INC.",332711,"A.L. TYLER & SONS, INC.",,Foreign Profit Corporation,"175 CANAL ST, Brattleboro, VT, 05301, USA",JULIE J GIORDANO,Good Standing
A.M. Buckovitch Masonry LLC,679823,,,Domestic Limited Liability Company,"286 First Crown Point Rd, Stafford, NH, 03884, USA","Buckovitch, Anthony",Admin Dissolution
"A.M. GILARDI & SONS, INC.",369277,"A.M. GILARDI & SONS, INC.",,Foreign Profit Corporation,"1 CONAGRA DR, OMAHA, NE, 68102, USA","The Prentice-Hall Corporation System, Inc.",Merged
A.M. HARRISON ENTERPRISES,148420,,,Trade Name,"80 LAUREL ST., NEWPORT, NH, 03773, USA",,Expired
A.M. LEIGHTON & SON PAINTING,800576,,,Trade Name,"48 High Street, Laconia, NH, 03246, USA",,Active
A.MG HARRISON INC,782119,,,Domestic Profit Corporation,"539 Spruce St, Manchester, NH, 03103, USA",Rashawn Harrison,Good Standing
